pvalue,gene_name
0.514051128,
0.647257629,
0.240907698,ZNF198
0.41357369,
0.605576185,TOP1
0.785645425,FLJ12132
0.473752372,TRDN
0.338655566,ITGAX
0.800201674,PTK9
0.560110659,VATI
0.393306207,
0.360615111,GPR30
0.461593351,
0.907995618,RANBP3
0.173838016,LOC57149
0.396595176,MOT8
0.752049862,PEX3
0.949789406,KIAA0483
0.722955319,UQCRC1
0.691934666,MC3R
0.95272241,
0.739246558,OSMR
0.167032227,FLJ21742
0.26922996,
0.972739477,
0.278754773,AKR1B1
0.93503435,
0.401694907,GMPR
0.720771717,DKFZP586J162
0.197075937,KIAA1134
0.061426989,
0.581420809,FLJ11191
0.310977774,
0.113362338,
0.829114612,TST
0.594184646,KIAA1018
0.328805462,NAB2
0.923382019,MMP20
0.329927425,
0.454868448,
0.705184533,PEGASUS
0.825585364,RBPMS
0.756438392,FHL3
0.075536605,GAB1
0.450233783,NELL2
0.278226412,LOC63920
0.281551036,ALG5
0.265395045,INADL
0.433625038,MTA1
0.462897312,
0.959007147,PI15
0.657276924,SEMA6B
0.469721351,EEF1G
0.992618044,ETFB
0.054629864,CST
0.174031563,
0.298463998,KIAA0670
0.18358039,
0.925088702,FLJ12661
0.20937741,FLJ13940
0.73761708,B3GALT2
0.906712793,
0.739981244,
0.762495842,KIAA1387
0.80011654,PTPRJ
0.288002226,ERGL
0.136048528,
0.799949727,
0.626826486,CEBPB
0.092783894,
0.950158817,LTB
0.722136337,
0.505758806,HSKM-B
0.262682478,ACTN4
0.554301275,
0.500345908,KIAA0805
0.198327028,
0.531160833,GC
0.623761496,
0.220080841,QKI
0.72081532,FLJ14800
0.930984712,FLJ20487
0.337819119,SACS
0.580057162,
0.373163604,
0.458037154,
0.667739692,EPB41L3
0.887356395,OR10H1
0.197784926,LENG5
0.942486333,CDKN2A
0.123373819,HCGII-7
0.909307764,ADAM20
0.250120905,CEP4
0.879118827,SYNE-1
0.357427772,FKBPL
0.932882711,GABRA1
0.189216801,POLR2E
0.318538825,
0.843669171,
0.189892269,FLJ12806
0.570020387,AUH
0.068831701,MOV34-34KD
0.206136348,
0.074708094,DUSP11
0.496605147,IPEX
0.438558771,
0.907238835,CG018
0.608106804,
0.910795818,
0.769179757,FHOD2
0.385435536,DKFZp761C071
0.810057206,
0.129600659,TRIP8
0.464749273,
0.251883784,
0.087875614,NOV
0.776247714,FLJ21415
0.063847912,FECH
0.354046572,FLJ13150
0.991068139,KIAA0945
0.873452288,KIAA0426
0.238418067,
0.591364408,IF
0.648411598,
0.210057711,
0.979213278,IGFBP6
0.945054144,
0.948693565,
0.225495773,FLJ14540
0.914462777,KIAA1404
0.382063523,FLJ23018
0.988584905,IMUP
0.865858553,ULK1
0.434767736,
0.664979518,TFR2
0.843571756,WT1
0.754118329,COIL
0.141462354,PRO0659
0.969246749,HNRPH3
0.574469653,
0.155173483,ASCL1
0.145754379,ADRBK1
0.560334505,MAP7
0.037989132,FLJ20055
0.235600484,FLJ12438
0.509488782,
0.594111081,ASGR1
0.111599007,SPIN
0.421251297,GUK1
0.922068148,FLJ11149
0.799030612,PFC
0.621802418,TNFRSF11B
0.327438781,ERMAP
0.119887877,SLC26A4
0.619103237,IL7R
0.493474262,GAPD
0.554715303,
0.070912991,LLGL1
0.165129336,INVS
0.322349072,KLHL2
0.165985698,
0.448328313,CLDN15
0.643844469,
0.674755715,
0.604412387,ITGB4
0.172529409,KIAA0239
0.144167534,RNAHP
0.976813196,POU4F3
0.226411586,P125
0.189651664,
0.730211161,TXNDC
0.793251333,HSPC018
0.454007444,FLJ20625
0.899925397,
0.833338023,KIAA0836
0.720409358,SLC21A8
0.241242706,DAG1
0.391109227,
0.190099798,CAPN10
0.783945982,CNK
0.244181348,
0.974733709,CYP51
0.304927309,
0.230869402,CSAD
0.295793734,
0.083777443,IL1RAPL1
0.754642383,CFL1
0.699678492,SIX3
0.816029107,FLJ22246
0.736777456,DKFZp762L031
0.169294711,
0.338882911,HBA1
0.92274132,
0.144134531,KIAA1201
0.061815456,FLJ12660
0.780254,MGC13204
0.516670134,Spir-1
0.640818562,
0.654426761,
0.403505857,EIF1A
0.978546001,ENAM
0.33403884,
0.176054369,MMP26
0.585372477,PLCL1
0.793788249,CDH4
0.249394609,KCNA2
0.629226834,DKFZP586P221
0.317932566,
0.928798515,LOC51716
0.503426635,
0.012809183,PDE4DIP
0.779638062,
0.130131131,
0.802264653,KIAA1033
0.647894864,KLF15
0.720434264,
0.22565487,TUFT1
0.246734576,FLJ22794
0.586893576,KIAA1262
0.38517697,NLGN3
0.393484007,BMPR2
0.59912386,SIL1
0.577961364,
0.718907471,MYO6
0.783622089,FLJ20654
0.927149526,GIOT-3
0.327747781,PRDM1
0.465910386,KSR
0.450684053,
0.488447018,
0.680748016,CDH5
0.394945281,FARS1
0.350636859,
0.383938037,
0.113231432,KIAA1542
0.127358767,
0.397185481,
0.526545526,
0.39994816,
0.480063328,KIAA0918
0.044727015,
0.635297375,
0.932702643,
0.585427768,GPR48
0.304584648,RGS7
0.641985988,
0.913989714,
0.317183783,MGC9084
0.710994024,
0.701793468,24432
0.909822228,
0.067560548,PDLIM1
0.461339837,
0.122505881,QDPR
0.591181645,
0.266898582,MCP
0.902673932,PAN2
0.82299926,LOC51252
0.479930994,
0.141006341,FLJ20958
0.353507327,
0.396875645,SEMA7A
0.855846652,HSPC053
0.102486369,FLJ23495
0.76910966,
0.42873644,GAPD
0.508558267,GABRP
0.696694138,MGC2722
0.221689156,SFRP1
0.820639164,C1orf27
0.507723543,ABCG5
0.154813655,FBXW2
0.34333754,SDPR
0.714554735,
0.446195953,
0.249579127,NMI
0.137682645,
0.0709627,MBLL
0.574997891,MAGEA11
0.272341665,ASAH2
0.214416334,SP3
0.106532511,KIAA1193
0.007341902,MARCO
0.623961927,FLJ12827
0.184121473,
0.986907263,CML2
0.364079704,SCAM-1
0.8371816,
0.887814066,PPY
0.098333556,PTP4A3
0.703559392,
0.24826111,
0.570471088,AIG-1
0.811387328,MYO9A
0.72610775,DORFIN
0.433174425,FLJ22222
0.933948294,
0.0044892,STK17A
0.614277678,
0.416061102,
0.70422688,BK65A6.2
0.07945664,
0.771626831,KLRB1
0.701310555,KIAA1270
0.969842857,
0.499079033,
0.071090191,INSL6
0.27187287,PGDS
0.90773238,GOLGA3
0.235019335,
0.082212014,RPF1
0.266405722,AK1
0.896506063,
0.402455472,
0.911321863,DKFZP761M151
0.458609194,HNRPH1
0.801067334,HINT
0.468463023,
0.861147788,FLJ11045
0.236212162,COCH
0.986375895,BAD
0.577803717,LTC4S
0.591610337,
0.997390198,NOS1
0.572944141,
0.508301856,CRAT
0.924590688,
0.550045826,FLJ10514
0.245459082,B3GALT1
0.570940989,my048
0.423212013,
0.120453568,
0.555700441,
0.487197165,
0.896686441,ASAHL
0.190543471,
0.127016054,
0.808474702,SLC25A10
0.49851999,GRIK5
0.568519399,PIP5K1B
0.475789021,DKFZP434E213
0.584850408,
0.823691811,PHKA2
0.501033347,CSNK1G3
0.816196029,
0.477653699,FLJ11773
0.400097142,
0.08349597,
0.141352875,SCA1
0.478252058,C2orf6
0.918554641,
0.130704929,
0.947246302,FASTK
0.036736312,TAF1C
0.287192529,
0.703640321,PIK4CA
0.935821784,LCK
0.442287748,LOC51051
0.495436846,FLJ22087
0.090232537,PTPNS1
0.739132746,CREB3
0.811736655,
0.377028644,LOC51299
0.693926258,UQCRH
0.958088071,HASJ4442
0.119474629,
0.374089048,FOXF2
0.071110929,MADH6
0.851189385,SLC22A7
0.456014455,FLJ11175
0.924444639,
0.910412712,KIAA0847
0.739406136,ALAS1
0.255691688,
0.464250149,FLJ20039
0.659024177,BTN3A3
0.682156959,KIAA1321
0.228951613,
0.277835463,DF
0.056586461,COL9A1
0.889143166,
0.945866665,SUCLA2
0.711979522,DRD2
0.366658172,AHR
0.654699845,
0.232542444,RAB11B
0.993696311,
0.550439713,FLJ20340
0.125862521,CXorf2
0.717495772,DOCK1
0.230345468,PFKFB3
0.933970426,C6orf11
0.377114402,
0.139850084,MGB1
0.87528136,TPI1
0.32292442,FLJ10539
0.957751829,THBS4
0.788753254,HUMBINDC
0.201547296,FLJ22555
0.722641482,
0.742510331,
0.424719568,XPR1
0.834617363,KIAA0618
0.911920252,HOXB4
0.226521777,C4B
0.754531795,DKFZP586F101
0.653031197,ARR3
0.857357344,CDK4
0.302572378,
0.988459239,PROML1
0.533214096,TPP2
0.239451365,FLJ20871
0.116559663,THG-1
0.493668953,PDE8A
0.151310344,
0.633200497,ABCG2
0.388585181,ZNF41
0.45840531,FLJ20686
0.304118929,FLJ20574
0.062105578,
0.632746144,C20orf46
0.126971807,TCF-3
0.711992122,DKFZp762K222
0.231738786,POLR2K
0.207742369,PRKACB
0.942879796,
0.208786529,ADFP
0.591216388,HOXB6
0.391323905,
0.350491827,
0.650102935,HMG2
0.488559492,KIAA0211
0.625940041,CARS
0.828759926,
0.395941055,
0.58906841,TYR
0.187090324,LOC60626
0.802776844,WNT1
0.061145199,FLJ20707
0.806171506,
0.566875797,
0.645900595,ELL2
0.089710368,ZNF45
0.892747108,RRAD
0.261794867,MCF2
0.747637852,PIK3CG
0.11028279,PAPOLB
0.236107165,LOC51048
0.70053048,RNF34
0.814324071,
0.62536967,RBM9
0.99557485,PUNC
0.011945662,CGI-203
0.564384975,UC28
0.965356602,
0.670499165,HSPC072
0.459288167,
0.377684318,DKFZP564F112
0.22549357,FLJ10094
0.877184548,SDC3
0.886302993,
0.472680669,SDC4
0.514573489,FLJ11198
0.407770613,GAPD
0.681397401,CNNM4
0.362905865,OR3A1
0.492583873,RPL24
0.563941665,SLC2A3
0.883296187,
0.554574697,GDI2
0.97102588,
0.268987922,
0.386339041,DVL3
0.979292808,DLC1
0.55331162,KIAA1609
0.383853679,CNAP1
0.133338933,FLJ10378
0.894595333,TRHDE
0.237311703,DKFZP586N072
0.468235496,
0.407561282,FBXW1B
0.491455262,
0.09563389,KIAA1008
0.611175274,SRP14
0.564792384,VNN3
0.91977414,FLJ23311
0.181818185,CHST1
0.920255813,C5
0.281814684,SP1
0.410847926,OSBP
0.984335229,
0.059534364,
0.938152935,FLJ22313
0.324278549,
0.721219152,
0.076736703,YKT6
0.654763337,BTG1
0.072163836,KIAA0535
0.746976571,
0.96975799,PRDM7
0.920348627,DLGAP1
0.3943101,WBSCR1
0.602014988,LOC54557
0.086650612,XEDAR
0.133917221,
0.647801776,SMP1
0.052491342,SLC5A1
0.578915772,KIAA1337
0.835849933,
0.304691313,TYROBP
0.55392106,GAPD
0.316879814,ARHGEF5
0.946832338,KIAA1548
0.397210685,FLJ22479
0.595197106,AGA
0.347137746,GBAS
0.441533111,UAP1
0.769873742,FEM1B
0.16357259,
0.023988947,
0.669244711,
0.512197572,F23149_1
0.723001519,LOC56899
0.711057485,EYA1
0.111574106,FLJ10111
0.150354612,
0.554378133,
0.604221756,CHORDC1
0.164965357,APOH
0.359184039,DLG3
0.736261792,TSHR
0.999657487,EIF3S10
0.82442562,
0.085722798,SLC2A13
0.227326857,FLJ10851
0.763959405,
0.96621137,OCLN
0.943310481,AMELY
0.574962271,FKBP1B
0.9682692,
0.300639494,
0.396523674,CDC2L2
0.785869023,KIAA0170
0.793308725,GUCY1B3
0.021693008,KIAA0668
0.281296272,KIAA0660
0.767394952,KIAA0935
0.29773957,
0.420426227,FLJ13657
0.339338131,
0.184228106,RRS1
0.62289957,CNNM1
0.44755944,FLJ10521
0.682069561,
0.192528385,LOXL2
0.113190074,KIAA1364
0.474925551,
0.314135817,FLJ11267
0.703535192,
0.829250557,CCR4
0.607105115,ITIH2
0.284030432,DDAH1
0.779805829,TRIM34
0.288390084,TIMM44
0.967471612,VAPB
0.808344375,KIAA1641
0.606912502,
0.765878121,XRCC2
0.89314622,GP5
0.970369259,
0.763372261,CPLX2
0.490604483,KIAA0861
0.485402539,DESC1
0.69624992,ZFP26
0.923091199,UBE2B
0.340808283,
0.244004204,
0.84636994,MSH5
0.491415504,
0.953417179,
0.702956748,
0.356625683,
0.868440008,NFRKB
0.274454938,GGA1
0.235125073,
0.165432475,LOC51295
0.370956961,IL12RB1
0.944131344,ZNFN1A3
0.094073365,HPCAL4
0.423478394,NPR1
0.232482678,
0.621732802,KIAA1102
0.232556939,OLFM2
0.868914743,DMPK
0.095567958,CRYAA
0.805934238,AP1G2
0.467846787,KIAA0916
0.612447745,KIAA1492
0.727526476,
0.538209243,SCNN1B
0.824084895,
0.07025536,PPAP2B
0.266250715,
0.771235515,
0.694533962,
0.222956845,
0.821362434,
0.195855661,DKFZP564D116
0.037383412,SLC16A2
0.508845768,LGI1
0.662111932,CRLF3
0.657222622,ARFGAP1
0.579059257,
0.028331102,MGC11134
0.521279348,PCSK7
0.209533506,FLJ22670
0.901218202,KIAA0699
0.862353843,
0.058112565,
0.953467879,DLG2
0.946067492,
0.09335139,CHK
0.024271796,SNIP1
0.923682657,
0.251903487,FLJ12505
0.451985411,DKFZP564C152
0.875746959,
0.364813224,PSMC5
0.314543105,FLJ22615
0.329628517,PRO2949
0.083122281,TINAG
0.608558692,
0.200426319,GPR50
0.929767935,
0.610089279,
0.630478361,
0.689545757,ERN1
0.277795001,FLJ14917
0.294000162,
0.064731433,USP19
0.558223724,AK3
0.42301893,VAMP8
0.930532561,
0.213646719,HIP-55
0.145332784,BID
0.035314989,DNAJA3
0.541049234,
0.273444382,DMRT1
0.464705433,NDUFS2
0.35190586,GAPD
0.407459954,
0.465641701,BCHE
0.48656072,SMBP
0.336297615,CDH1
0.351913852,FLJ20568
0.326022855,TSA1902
0.10703372,
0.540388171,
0.532995385,FLJ20128
0.227713256,ST13
0.485170519,CASQ1
0.201577032,TCF20
0.358956108,
0.327483868,F2RL1
0.887514119,H2BFA
0.555670652,NR1D1
0.98961671,POU4F2
0.39814314,
0.682955837,KRT4
0.472640774,
0.866733935,FLJ10210
0.827205036,HBG1
0.64220514,
0.439155136,NDRG2
0.87031856,ZNF217
0.966987156,GOT2
0.68916926,
0.645423401,FANCE
0.103502603,WNT8A
0.290604613,TRIP10
0.556915716,POU3F1
0.184782193,
0.117567765,
0.232834145,KIAA0633
0.819068188,
0.768183963,ELA2
0.174953428,SDF2L1
0.843146833,ZNF264
0.838781014,
0.876424796,
0.599680563,DKFZP761H202
0.746227638,
0.965360643,CXorf9
0.765333864,
0.997026587,GRIN1
0.977248584,
0.659369048,RAD9
0.973943159,SSNA1
0.371211587,FLJ13397
0.754750673,
0.583701264,HSU15552
0.427120555,FANCG
0.157638752,MCF2L
0.737704763,HKE2
0.998099688,
0.294815266,KIAA0318
0.618212846,
0.809850606,
0.331920665,KIAA1389
0.622840689,MME
0.742614569,HAO1
0.73302116,HMGE
0.543366166,
0.46650953,PCAF
0.195249113,LOC57147
0.78928432,PPFIBP2
0.23412302,
0.485564822,FLJ11280
0.430032354,FLJ10036
0.048031027,
0.389938428,
0.201357546,GDI1
0.16898344,VAX2
0.561592039,
0.044131843,ASML3B
0.26455452,
0.889183223,DKFZp564I192
0.38804445,
0.364957351,
0.641239382,GAGEB1
0.725735425,
0.37565389,SF3B3
0.449038053,
0.979714051,CTAGE-1
0.726067271,DKFZP434A022
0.240563971,FLJ10569
0.912885281,FLJ23550
0.499074865,
0.91757233,AKL3L
0.163501596,LRAT
0.250530128,POR1
0.54834887,KIAA0451
0.608374516,PECAM1
0.609174252,
0.897651401,
0.673156755,
0.155275818,CHIC2
0.199365212,KIAA1456
0.035173524,SERPINB13
0.639372353,NDUFS5
0.648562707,SWAP2
0.9329968,CLDN2
0.11116532,GOLTC1
0.177714568,PAFAH1B3
0.050224762,SRPK1
0.721969361,
0.73798716,MAP2K3
0.090945607,
0.30826109,FLJ22415
0.875781334,
0.698201373,
0.286587685,
0.45106865,
0.208392468,TEM1
0.840352237,PIK3R3
0.476900105,KIF13B
0.429283927,FLJ11046
0.250820276,
0.934588045,HMX1
0.116424498,
0.563607805,TIMM8A
0.753174551,SLC11A3
0.886819725,NFYC
0.862181539,TPX1
0.052995393,
0.686002598,SNRPG
0.752266658,
0.828650201,NUFIP1
0.97620465,MAN1
0.109921103,
0.963437113,
0.112399789,
0.746142816,NEFH
0.710350908,ABCE1
0.359803493,
0.359972052,NTF3
0.492970674,
0.578110944,SLC4A8
0.166532291,SENP7
0.086264326,CAMK2D
0.672602647,ANXA4
0.828733642,ARF6
0.685979169,EIF3S2
0.40886137,LOC51094
0.314577427,FBXO6
0.036675888,TRPC1
0.637160632,MCSP
0.202550499,
0.632949682,
0.767064865,KIAA0237
0.750710167,
0.442228286,
0.480473105,
0.750789863,RPE
0.682980818,TDP1
0.756301284,GPR58
0.619677071,
0.992365114,KIAA1171
0.935141157,
0.529119377,
0.776380679,
0.122025593,GRIN2C
0.288562898,
0.954127423,
0.272550523,TGM1
0.84041138,
0.966320756,ADAM30
0.391273666,CRIM1
0.050444529,PNKP
0.520364273,DKFZp761K142
0.634026114,LOC57341
0.379725476,MRPS10
0.925357939,HNRPF
0.155769177,FLJ22035
0.374649637,CDC25B
0.832905546,DAD1
0.272246562,FADS3
0.440590595,PRKCH
0.175805821,KIDINS220
0.262915983,RA410
0.699948654,
0.195410124,CUBN
0.249891566,H2AFO
0.462563663,
0.174227059,EPOR
0.498686611,
0.127389115,PCCA
0.054212038,
0.921176578,
0.516730688,DKFZP566F054
0.818339258,MAD2L1
0.83366101,GPR8
0.527277413,3-PAP
0.451303222,ARF1
0.316364972,DNASE1
0.912372258,KIAA0674
0.777223433,FLJ21941
0.823315204,H3FT
0.554910843,
0.431381701,PRO2158
0.97119502,REC14
0.43624453,FLJ13111
0.492354919,
0.938491008,CDK6
0.581285927,LOC51052
0.823784259,MS4A1
0.685338957,
0.618580655,HNRPA1
0.988896983,
0.153982262,TNP1
0.551325783,KIAA1497
0.550546826,U2AF1RS2
0.893028279,VPREB1
0.699381429,CHL1
0.321120769,
0.966425581,
0.697297985,CENPC1
0.458890538,NDUFB7
0.247108663,SEMA5B
0.534825129,SVIL
0.862594251,
0.350858766,CNTNAP1
0.321724398,RUNX1
0.665749674,SLC20A2
0.963601357,
0.68777531,ULK2
0.235515215,HDAC1
0.283912323,KCNC3
0.235273047,SGK
0.770699382,ABCB9
0.201927593,
0.289861032,BCKDK
0.681432635,PARVB
0.917837935,S100A7
0.499904582,
0.584426983,C15orf12
0.107553881,SLC22A1
0.847592248,FLJ21816
0.80156414,
0.791082586,INHBA
0.149497173,CSF2
0.556024353,SCAP1
0.153107241,APLP1
0.061008122,SHOX
0.811787417,SEZ6L
0.839155172,KIAA1875
0.293522116,
0.786096671,SMARCC2
0.731390019,
0.165401141,NAGA
0.058679906,CCR7
0.914721401,FLJ23516
0.994766467,
0.194522568,
0.118944323,KIAA1622
0.63278346,
0.173329291,SERHL
0.76398836,STX1B
0.611769547,FLJ13340
0.216884126,
0.140131746,EIF4A1
0.77624651,C11orf13
0.856129799,
0.459829339,
0.237283582,
0.743851975,FLJ12975
0.378777854,AGTRL2
0.568035212,DKFZP564O042
0.889390144,CMAS
0.218540649,
0.596250588,DKFZP566E144
0.078909025,FLJ23182
0.535501885,IGFALS
0.5900475,
0.392067152,SCGF
0.435763619,
0.853975272,
0.401688252,
0.021045069,STK10
0.640954805,ST7
0.935347642,SERPINF1
0.841785533,MYO5B
0.423960337,PRKRIR
0.447986175,
0.602949463,FLJ20573
0.702076106,GAPD
0.46614921,
0.455654861,
0.470585521,
0.950967697,
0.104401883,CLECSF5
0.465115997,CRF
0.707492725,
0.175408842,SDCCAG31
0.065004564,ARG2
0.895958422,
0.942016371,NUCKS
0.823416208,
0.831919193,ZNF278
0.193078135,EDN3
0.967723283,DNAH9
0.087574674,FLJ20559
0.715837225,
0.453476911,KIAA0227
0.268351115,
0.042171178,SS18L1
0.694575618,
0.454651176,KIAA0460
0.578096393,TPM2
0.964787162,
0.701177824,F2RL2
0.100894929,
0.307989443,RARRES1
0.712179689,BRF1
0.562447269,FOLH1
0.278249559,FLJ22316
0.316271566,
0.863264628,
0.476990762,LTBP2
0.255746244,GAPD
0.654947019,ARHGAP5
0.074031108,APPBP1
0.142222182,
0.337572016,
0.711656949,
0.930604521,ATP5A1
0.93367719,PF4V1
0.589923879,CDH11
0.243687965,SEMA3C
0.954000528,
0.42312547,
0.238131998,MKRN1
0.248532965,SPAG7
0.179174632,
0.698297888,
0.556364164,APT6M8-9
0.541193248,MRPL20
0.663868269,DKFZP586K052
0.396354108,MIR
0.172743196,PURA
0.760592399,MAGEE1
0.205186127,GNG5
0.427730479,BCL10
0.482641912,LOC51061
0.118817862,ABCC1
0.023520698,POLG
0.186687011,ASC
0.753423805,KIAA0326
0.885180215,FLJ10604
0.627205928,
0.655998634,TM7SF3
0.840530976,
0.199781739,TTF2
0.603481036,DMP1
0.524958387,
0.099090058,PC
0.539346396,ET(B)R-LP-2
0.277605411,GAPD
0.515195951,
0.378526781,
0.887326819,CXCL16
0.250002127,RAB5A
0.998622627,
0.36457378,KRT14
0.671688757,FLJ10314
0.263974112,FLJ22582
0.842683231,CLECSF9
0.054710769,SLC19A1
0.094460645,PGLS
0.636211708,
0.711899295,
0.53693199,SAS10
0.198082625,SPRR2C
0.235414992,VI
0.922893098,NARF
0.422063086,TRIM32
0.263406169,LOC51066
0.926259842,GPR74
0.01694813,LOC51102
0.525422036,HSPA4
0.346066986,ABCA8
0.703877473,
0.139203173,HGFAC
0.063217416,SULT2B1
0.421339163,CRACC
0.742069007,
0.228876573,PRPSAP1
0.379986548,AHSG
0.933444938,MRF-1
0.375118501,TFRC
0.932998417,BDKRB2
0.832853333,APEG1
0.531603698,GAPD
0.630147305,
0.819847484,KIAA0026
0.565265063,
0.43590985,ZNF207
0.489053914,CCT6B
0.931274411,
0.946510884,
0.839240965,HMG14
0.373924323,FLJ11783
0.442014817,GAPD
0.803179834,
0.657222691,FLJ22644
0.508308491,LOC57213
0.322119137,FLJ12150
0.615581872,
0.418069016,HOXB5
0.882412382,MORF4
0.798522913,KIAA1111
0.186943845,GC20
0.33681954,NUDT1
0.959197879,FLJ12345
0.299014572,
0.063715152,FUT7
0.673588127,APOBEC1L
0.493839016,
0.144185929,RAB-R
0.473669003,
0.207627216,FLJ12684
0.449752852,RYR2
0.406805149,ZNF202
0.538316422,
0.599526706,AP2B1
0.761228355,
0.331263867,
0.475094687,
0.457222669,VPS33B
0.000330456,
0.592345309,
0.543360902,PACE
0.048202577,GPR10
0.790284761,FLJ12994
0.781280382,
0.492957916,C4BPA
0.190073058,
0.503499217,MAFK
0.300740076,OR10H3
0.398301981,NCOR1
0.242111747,
0.319191922,
0.982500025,LBC
0.589443562,
0.497542328,
0.710702328,PABPC4
0.489397057,EDR2
0.438936412,P114-RHO-GEF
0.755411759,TNFRSF10D
0.06338997,FXYD3
0.348735552,GAPD
0.891170868,KIAA1497
0.919610053,PRO2013
0.74409219,
0.848545047,KLF12
0.623165179,SLC35A1
0.694281941,CRYBA1
0.496500524,ZNF192
0.471678295,KIAA0265
0.22636964,KIAA0276
0.968174742,TAC3RL
0.770523845,
0.016865895,FLJ20070
0.221980148,FRK
0.738992912,
0.632493553,FLJ20054
0.631974241,
0.465002483,RNF40
0.468080762,CALB3
0.043121989,EREG
0.479192145,FLJ11413
0.761262923,LGALS2
0.224961745,CG012
0.315454128,UACA
0.465091339,EDAR
0.311969937,
0.880325838,SART3
0.346690584,P2RX7
0.953164764,CHSY1
0.712070892,
0.626297313,FLJ21313
0.587710899,
0.356446583,
0.564112295,
0.700303096,
0.151887023,
0.962398673,FLJ11500
0.638549502,LLT1
0.516410623,FLJ10583
0.174051399,SLC28A1
0.065770488,
0.23809965,FLJ12428
0.544536726,
0.831121927,TSNAX
0.450075837,
0.435690408,ATP2B2
0.306576931,GCK
0.981092792,GTPBP1
0.903827558,HNRPA2B1
0.173505239,
0.546232967,SGSH
0.576539164,NEUROD1
0.503716852,FLJ12671
0.219587371,PA2G4
0.638281476,RPL27
0.169287985,CPN1
0.229643769,
0.689669797,
0.338260927,GRAP2
0.621558518,LIN-7-C
0.249301644,KRN1
0.061624042,KIAA1259
0.300401297,
0.83016946,
0.46576753,
0.152154242,
0.771807347,COL4A6
0.760050305,E2IG5
0.51066821,
0.151435971,EPB49
0.694792485,CRYBA2
0.546708963,XRCC5
0.65440952,
0.979957274,KIAA0542
0.688677476,KIAA0111
0.565032575,
0.74032662,HSPC030
0.907661794,DLAD
0.022985342,SLC10A2
0.617680236,LOC51035
0.141046538,CPT1B
0.418867539,CG1I
0.939599025,
0.441544576,
0.515351378,
0.529279529,SOX8
0.220829114,
0.654236556,IGSF6
0.280471131,
0.586513572,PA26
0.080597277,SLC6A3
0.367107178,KIAA0831
0.926460998,
0.714864877,DJ742C19.2
0.71416698,HSPC065
0.430804225,RNASEHI
0.479214677,LGALS1
0.791076229,FLJ22593
0.324359951,CAMK1
0.616909217,FLJ13693
0.884738974,
0.65346463,MGAM
0.689641997,HHLA3
0.158752473,DKFZP564D166
0.524903814,GALNT6
0.661740383,
0.314590083,
0.660210515,
0.65321398,GAPD
0.813509221,FBLN2
0.978774841,
0.181766128,HSGT1
0.140596037,
0.37725878,MS4A5
0.205773409,CNGB3
0.901443415,KIAA1728
0.694074268,KIAA0610
0.553727156,FLJ20280
0.380134269,ZNF282
0.202977752,AMT
0.603150221,IL13
0.396473902,RGS6
0.269369094,SLC6A1
0.000674854,PRO0245
0.569531613,SART-2
0.838061392,DKFZp434J022
0.99874742,GNAT1
0.248816439,
0.328603445,IFNA5
0.822916455,
0.024719518,3-Sep
0.45975971,FLJ10213
0.557689089,SE57-1
0.519104589,FLJ12707
0.333197572,DREV1
0.372299964,
0.886742141,RPN1
0.384004132,KIAA1552
0.47871621,GAPD
0.676760965,IFRG15
0.132905314,PIG8
0.305972163,SIAT8B
0.515417099,FLJ10103
0.011137606,ATP1B4
0.591679394,CD63
0.120135721,MLLT7
0.334089076,
0.55100242,CD34
0.317625053,SF3B1
0.121874897,MGC5466
0.853094402,
0.152481278,KIAA0999
0.381054804,
0.118825463,DKFZP434O125
0.415836607,
0.983277678,
0.623489043,WHN
0.603752597,HNRPR
0.892285959,GAPD
0.187403413,ORF1
0.633651125,
0.325131295,FLJ12056
0.722274524,FLJ11016
0.297052793,PFAS
0.592515166,
0.714439764,OPRD1
0.655446483,PRO2000
0.894351964,GARP
0.071026292,DTR
0.58302301,WNT2B
0.510412037,SELP
0.400337546,PITX3
0.667013106,
0.919684499,IL12RB2
0.996630591,DKFZP586B162
0.654516692,
0.948881629,FALZ
0.617994745,
0.657757009,
0.000670099,
0.020639703,NUP155
0.969016597,KIAA1508
0.585429332,
0.478503593,
0.672078195,HSA249128
0.449281211,HMGCS2
0.866514002,
0.454389795,8D6A
0.295657544,C20orf10
0.633319797,GAPD
0.790760289,
0.939748086,PRO2463
0.408451162,
0.251129366,AGM1
0.285381723,FLJ10097
0.722401737,PTGIS
0.49765421,
0.33485803,UPF3A
0.082467357,
0.474907934,
0.186989223,CD6
0.403466676,SP140
0.969038179,ATP6C
0.834797324,MCJ
0.30054321,
0.646159641,
0.726987926,
0.510140633,
0.113783229,VMD2
0.319127659,FBP1
0.357183308,STX4A
0.696227282,
0.172991434,HSPC126
0.628788678,
0.714609308,
0.457213903,PRKCM
0.845065288,DKFZP566J091
0.545624912,SYNJ2
0.138235029,HOXD10
0.756533554,GMDS
0.393625336,ENDOFIN
0.858040789,DDX7
0.449941418,LTBP1
0.509766496,
0.733806458,SPACA1
0.983383935,
0.11382109,
0.317481108,ITSN1
0.846172153,LOC51078
0.174679332,RRAS2
0.702038756,CA3
0.822541311,FLJ20296
0.77805371,
0.714755256,KCNJ2
0.562548673,
0.327886211,PRNPIP
0.898759236,
0.499464514,
0.557562941,ADAM23
0.152141288,COL17A1
