pvalue,gene_name
0.687539578,MGC3207
0.519874875,U1SNRNPBP
0.33364449,SDHA
0.935350477,CASR
0.356904425,UBE2G2
0.729225915,ARNTL
0.74080076,SPF30
0.696851187,MUSK
0.18545534,DKFZp564B076
0.943990751,SLC4A1AP
0.916275868,
0.169164843,GOLGA1
0.879906617,NOTCH3
0.360745814,DKFZP761D232
0.923799452,ORCTL3
0.048540613,LOC51134
0.555657976,GDNF
0.14409728,ZNF278
0.537062063,KIAA1535
0.223993136,STRAIT11499
0.397011723,
0.171789626,KIAA1600
0.421977711,CL683
0.185489598,TRAP95
0.022748337,MBD3
0.045565272,FLJ22353
0.967817944,MADH2
0.280230221,
0.654481597,MFN1
0.276136449,GAPD
0.414786497,HNRNPG-T
0.112740928,
0.77612111,NNAT
0.116698288,UTRN
0.872896986,CRSP7
0.760455145,
0.039796743,TACSTD2
0.599690828,
0.676399472,AQP8
0.83416885,
0.196337943,
0.876762314,
0.777283347,FLJ23320
0.244786406,
0.723842431,HCA112
0.346718035,LOC51334
0.405739066,PRSC
0.944797768,MUC8
0.403222263,KIAA1696
0.379917684,SKIL
0.672536603,
0.412454845,MYF5
0.531653152,KIAA1474
0.497765658,
0.895203267,TONDU
0.456065965,PRSS1
0.126544978,ABLIM
0.506490029,
0.990805416,PRDX1
0.399580733,BCL3
0.671907929,
0.764912987,ATP11B
0.649385035,KCNK13
0.119529907,
0.727923293,
0.481424188,
0.89444055,FLJ20130
0.979676955,
0.060791337,
0.248659639,
0.393777705,
0.903284866,
0.241605937,KIAA1014
0.78325743,
0.480056998,
0.186168961,CD209L
0.782419768,FLJ21934
0.78181636,PLA2G1B
0.901845055,
0.158025498,
0.956323468,
0.136224315,SLC17A4
0.466928699,
0.959919789,CRI1
0.598347102,
0.251137816,GGA3
0.659535465,
0.840930821,SPINK4
0.259730387,PROL3
0.720434985,ING3
0.355839225,C20orf183
0.902140751,MGC20702
0.563632271,
0.423520621,
0.187110248,FBXL2
0.241671823,KIAA0416
0.386733395,PRND
0.395715694,AB026190
0.98116976,NLGN1
0.81247209,FLJ10989
0.566829534,MLLT4
0.307842456,
0.122763436,
0.99584656,FLJ12788
0.616015327,KIAA1305
0.264683033,ST5
0.259634679,
0.570158272,MG61
0.768654004,FLJ11467
0.637905314,RGS17
0.097430396,MGC4415
0.299379256,FLJ14547
0.23712572,DUSP12
0.090471965,MGC3077
0.487929409,DLGAP2
0.231841807,
0.724780384,FLJ10751
0.913752623,FLJ10619
0.244047246,
0.964305574,CST5
0.269809008,
0.307696134,CER1
0.922037607,TCF2
0.055304318,
0.27917499,
0.669142937,CAPG
0.550272948,
0.33736814,
0.162329226,
0.815092997,
0.180067534,
0.120072085,PDE6D
0.782068146,
0.636609409,GPR39
0.204309146,FLJ13102
0.624571468,
0.309891432,KIAA0692
0.290232996,FLJ20419
0.793969888,PIM2
0.213140457,
0.591856553,KCNAB2
0.501033771,
0.84715891,TIF1
0.901909607,
0.791936532,FLJ12610
0.075239724,
0.563231803,SLC23A1
0.200932412,FES
0.056063093,FLJ12294
0.940431323,FLJ10007
0.628817223,
0.272664775,
0.092943977,
0.134395011,AMHR2
0.51812758,BCAA
0.323743756,KLK10
0.842769858,COL5A1
0.867738538,DGKI
0.739302522,GAPD
0.789044513,ATP5G3
0.480449267,
0.907519943,FLJ14251
0.387208895,FLJ14107
0.926181897,
0.923370508,
0.547149368,FLJ13456
0.371437901,
0.036543776,
0.503011045,FXC1
0.557615385,FLJ14124
0.705052216,AF1Q
0.334670052,
0.081685479,PRSS22
0.248494507,ATP5G1
0.75117466,
0.122974615,
0.470040392,GAPD
0.061302852,
0.091177723,
0.158634411,
0.775789636,
0.155619438,CLIC1
0.331195617,
0.358910331,MUC3A
0.475443195,UCC1
0.567804621,WNT8B
0.744930022,
0.250225251,SLC6A8
0.478803044,GAPD
0.09521903,
0.157691992,DBP
0.726028686,ANXA6
0.50842037,
0.861753801,FLJ23293
0.327842466,
0.404810027,MAGED2
0.161740171,PRO1483
0.432753971,MYH13
0.961298551,GATA6
0.038047361,MAN2C1
0.15899369,
0.62525473,
0.898763388,
0.253193144,
0.707067157,
0.752645217,
0.396643408,PLAB
0.137715297,
0.732732524,LZK1
0.559703745,
0.53914765,EIF5A
0.265622636,
0.398815906,
0.742242417,
0.54616136,FBXL8
0.808459647,INPP5D
0.186658388,VIP
0.932450139,SSTR4
0.127418935,KIAA0322
0.315598268,
0.649926812,
0.924277626,TLK1
0.798934928,
0.357431763,DKFZP586G151
0.489247512,H2BFD
0.611823272,
0.531505625,LOC57333
0.372127432,
0.298932231,FSTL1
0.388590576,UNC13
0.370004472,
0.969293019,KIAA1107
0.478986519,MCM3
0.690221262,ITGA1
0.832393344,LOC51685
0.765182569,
0.604975627,
0.109715829,
0.135548703,HOMER-2B
0.174038807,NUP54
0.887291213,GSK3B
0.646978071,
0.714246212,GAC1
0.287723843,GPA33
0.234967223,ANXA1
0.776598858,PYGM
0.484298023,
0.731423863,CUTL1
0.343267697,
0.754906588,KIAA1371
0.856822823,CKS1
0.264044176,MOG1
0.967688354,PMLP
0.692212241,KIAA1437
0.876915436,KIAA1638
0.290483477,
0.80650712,PIR51
0.93762675,IF2
0.470248584,HNRPL
0.220215503,
0.086709003,TRIM15
0.134632108,
0.866983233,HSPC132
0.537438938,
0.426062255,TDG
0.17490289,QSCN6
0.630570824,
0.818896636,
0.181900394,OR10H2
0.821345907,FLJ20896
0.43924869,
0.069959103,
0.822754961,DKFZP586E151
0.225121266,
0.263906506,
0.631422786,HRIHFB2206
0.57178101,CLDN18
0.228523897,COL6A3
0.028611212,
0.86901132,ISGF3G
0.048402954,DDX9
0.65321115,bioref
0.179807835,KIAA0914
0.462608897,RFX5
0.354130327,PTD008
0.173996424,AGER
0.380002052,
0.09042612,CENTD2
0.869252557,FLJ12987
0.3157738,DKFZP434K041
0.063399198,PAX7
0.053885861,CHEK2
0.121178731,NUP214
0.553490153,
0.001342909,B1
0.718362585,FLJ12921
0.01694556,
0.714932926,P2RX5
0.481976528,H326
0.941135963,LY75
0.798400458,BRCA2
0.943303606,GAPD
0.215859594,C6orf9
0.53449908,HHEX
0.900793635,HRH3
0.035602553,ARL3
0.175293718,SLC17A2
0.904332386,FLJ20403
0.306479068,CPSF2
0.849094188,
0.931627342,DSCAML1
0.86001304,
0.074233745,SLC31A2
0.871167666,
0.781586653,TRIM10
0.725643769,
0.040581409,SIAT4A
0.315296659,
0.660034736,
0.384229311,
0.03362924,
0.135843263,
0.613884111,IL2RB
0.536426217,
0.45105022,ZNFN1A4
0.065113782,FLJ20313
0.30783158,RNPEPL1
0.592196041,FLVCR
0.340511232,
0.88207897,PCM1
0.818273205,P4HB
0.718254443,VSX1
0.869642547,FLJ13448
0.216011511,TAF11
0.645259523,PSMB2
0.868515571,FLJ23499
0.853386657,
0.163458582,
0.135743011,ID2B
0.080197091,PHKG1
0.528174342,
0.658338811,
0.333468679,
0.626732984,
0.542964199,SPG4
0.887445286,PPP3R1
0.623676787,RGS5
0.69412893,UBE3A
0.671876924,
0.696960677,IBTK
0.281851231,PACSIN1
0.954841334,
0.354995262,CAMK2B
0.894311862,VPS33A
0.456465979,
0.558926034,KIAA0887
0.113270069,HMMR
0.838948534,RPL39
0.432416981,
0.762558504,CASK
0.575574371,PART1
0.717818907,
0.98058488,FLJ12765
0.29813195,PRO0753
0.755622415,
0.135428283,FLJ14281
0.372181382,SLC25A16
0.762813367,
0.561588592,ATP6B1
0.690637229,
0.749639634,BAZ1A
0.572081689,COX7A1
0.070699356,
0.735577511,FLJ10079
0.10808178,PPP4R1
0.048406102,LY9
0.569737447,MATK
0.342556549,TREM1
0.778200432,NEFL
0.711686301,CD68
0.374300565,DKFZP566I102
0.9879664,
0.197483517,
0.081742689,MOS
0.520600575,GAPD
0.897433616,PRO2964
0.481915268,
0.561178078,FN14
0.375240679,MMP27
0.22820344,
0.742104736,SNFT
0.37294738,KIAA0758
0.049318593,INSRR
0.898373985,
0.710054394,E2F6
0.621575198,
0.218264657,KIAA0680
0.426325586,
0.78512105,
0.725928997,CTNS
0.324889253,MRAS
0.65335408,AXOT
0.003178375,
0.735471365,SCYA19
0.692886001,
0.486234605,SERPINA7
0.817334997,
0.457575832,GPR6
0.02960461,ITM1
0.698955329,CSPG5
0.423092302,ABCD1
0.579313343,FLNA
0.347130647,
0.855098134,ASH2L
0.385506381,DCTD
0.544810481,GAPD
0.894867382,KIF3C
0.515836818,
0.400945831,CTPS2
0.323129514,LOC64102
0.873249366,PK428
0.785747635,KIAA0130
0.808229649,
0.559149519,ADAMTS3
0.529830432,PDCD5
0.478997112,POP3
0.308071974,
0.80539434,
0.885397435,GABRB2
0.827538909,FLJ22833
0.596842339,
0.331454037,
0.606034496,
0.573981263,P2RX3
0.152957668,CXADR
0.837498789,CTRL
0.817390614,SMTN
0.142556851,RBMS2
0.893279592,PRPSAP2
0.56028472,
0.187662059,CCT3
0.255287557,
0.168523513,PPP1R3D
0.9420048,EHM2
0.40659471,ARPC1A
0.349423888,MLCB
0.559251683,MAN2A2
0.547649419,NDUFB8
0.295408478,
0.664864357,SLC35A2
0.516273213,C4orf6
0.099611223,
0.179714651,
0.62557994,CASPR3
0.75080699,P2RX4
0.074874484,
0.025230578,PRKCD
0.921524698,FLJ22940
0.972705342,NPFF
0.852691528,OGT
0.813620757,SRP72
0.356517299,CHRM3
0.250136309,
0.258895316,AKT1
0.455295834,
0.822633401,
0.011103815,GABRA6
0.200004666,
0.90410189,DNASE1L2
0.04788772,
0.181041193,LOC51646
0.179419574,GHR
0.602432498,PIASX-BETA
0.277704212,ARHD
0.136939149,GARS
0.610713406,KNSL5
0.06697186,CHFR
0.48765003,COPS7A
0.614613393,GABRG3
0.362061391,
0.598770639,GAPD
0.900815948,
0.511125228,P66
0.932239984,MRPS18B
0.376753146,FLJ20668
0.781752888,
0.856040501,PLCE1
0.867529656,
0.446446606,CSF1
0.056821374,GSTT1
0.617880652,DKFZP566D193
0.603268372,ADRB2
0.408544908,KCNJ10
0.360762644,DKFZP586P012
0.119531866,
0.34874383,HHIP
0.390553986,
0.849206799,GBA
0.06403073,SFRS7
0.28388017,LOC51336
0.691121549,RRM1
0.058537445,BLZF1
0.41331363,SIAT6
0.432144941,FLJ23049
0.501069841,
0.828800368,FLJ23556
0.953203265,FLJ13197
0.208834874,PEX11A
0.562359302,KIAA1613
0.063925599,NR2F2
0.550788853,
0.507949496,KIAA0547
0.782064136,
0.793785299,TRPM5
0.36818695,PRO1331
0.813416239,FLJ22056
0.842395209,SPA17
0.932919675,
0.111972386,H4FJ
0.714598162,MAGP2
0.801668435,CYLC2
0.275746824,
0.885527344,LIF
0.680556818,TCF12
0.131041794,
0.806396932,C16orf3
0.076357123,
0.196979562,
0.595805737,
0.671546776,FLJ20449
0.469350994,MCT-1
0.520219923,LOC57795
0.577158067,
0.469110493,KNG
0.561779066,PDPK1
0.242393189,
0.98972807,
0.758652392,RBL1
0.488926162,
0.165130682,
0.976609702,2-Apr
0.630542307,KIAA0545
0.574149822,
0.267210495,
0.634857525,
0.77473345,GIP
0.439254924,
0.453346308,
0.430338133,
0.614698906,
0.599794261,NP
0.724139089,
0.482427795,KIAA0196
0.948273426,ATP2A3
0.692510847,SIRT7
0.284555734,HSA250839
0.074294761,SMU-1
0.175219009,NIN283
0.099560808,H3FA
0.977297148,C6orf35
0.52334278,LY94
0.676262274,
0.619986346,
0.125788881,MTMR7
0.844023255,DJ167A19.1
0.981044313,
0.509464972,FLJ10206
0.042098514,DKFZP434I216
0.223921735,LOC51110
0.44919301,BM036
0.222672092,KIAA1394
0.516222698,GAPD
0.866218157,KPNB2
0.351239436,KPNA1
0.64373715,DJ102H19.4
0.207790353,WDR4
0.696792328,
0.394310397,
0.991125922,NAALADASEL
0.859746992,FLJ20071
0.696105263,
0.596816197,KIAA0540
0.961998595,
0.937296622,
0.931856411,SEMA5A
0.730946224,DNAJC5
0.209600407,
0.963432041,FGG
0.727979442,DKFZP434B168
0.250467669,
0.563273615,
0.177311395,PCDHGB8P
0.958765402,DOC2A
0.710299052,
0.078166722,OR2H3
0.580853659,
0.055854632,
0.834514245,FUS
0.468875712,HSBP1
0.953110985,YAP1
0.026936479,NOP5/NOP58
0.621838668,
0.357602883,
0.380703164,
0.748283997,PTPN4
0.420968888,
0.823313812,PKD2
0.182536046,SIX4
0.906987701,C22orf2
0.868164991,
0.770448528,LOC51242
0.585373229,OCRL
0.281262328,
0.751968732,DKFZp434A172
0.77819838,HSCBCIP1
0.701115433,
0.186138266,KIAA0628
0.349536666,
0.515994517,CP
0.727590603,FLJ11618
0.639512623,SH3GLB2
0.491282471,VPS26
0.017845383,FLJ10847
0.428998973,
0.924522296,FLJ22344
0.143586395,P38IP
0.948435662,PP3501
0.489672468,
0.501982292,FLJ23185
0.549567857,
0.085989618,TNFRSF1A
0.383504163,
0.985889542,
0.900837188,EPB42
0.986074022,
0.680533182,
0.557821111,LOC56996
0.959010045,SERPINB2
0.919973744,FLJ12666
0.94852952,
0.765701724,LAG3
0.513300833,MYO9B
0.985090985,MAGEA8
0.182576529,
0.91652199,
0.345208875,
0.818597497,
0.267168235,STIP1
0.783290118,TOR1B
0.929076528,C20orf45
0.933597793,HOXD4
0.66183873,
0.862766491,
0.201885654,FLJ21817
0.590446751,
0.841734166,PRSS16
0.521915699,RARRES3
0.086447865,VMP1
0.559888686,LOC54550
0.110579656,GPR22
0.500378319,
0.993043019,FLJ20079
0.910147478,GAPD
0.554191412,C21orf25
0.762866956,DBCCR1
0.199657782,C20orf21
0.975056702,HT001
0.941717443,P2Y10
0.383345743,
0.623988407,KIAA0509
0.642436026,DPH2L1
0.573658856,USP28
0.127162681,DHCR24
0.673991194,
0.564259998,
0.68631811,ZNF317
0.219739188,SYT5
0.665500334,NRXN1
0.080917616,
0.489835004,
0.238418253,
0.352050151,
0.235508327,ERAF
0.623721928,KCND1
0.40084345,CCNH
0.178835687,
0.41898011,
0.504608426,G10
0.201889819,
0.209725827,CHST7
0.146509625,FLJ21588
0.698821237,
0.593519057,
0.913199147,FLG
0.320376673,
0.325910462,NAG
0.177803305,TBX19
0.029106305,
0.113672223,
0.139700546,DLEU1
0.599629964,
0.183216735,G0S2
0.125987643,
0.282881524,LY6H
0.521457857,
0.81824972,FLJ11011
0.826671669,MAP3K14
0.638432424,CBF2
0.646348417,KIAA0077
0.576192882,
0.292220391,
0.342416428,GAPD
0.245242128,RNF8
0.74462893,ZNF185
0.690305166,PRO2955
0.437857953,HCLA-ISO
0.238816855,USP2
0.900531006,CD28
0.808172028,
0.011200529,LOC51754
0.60305336,IFNA13
0.244011561,FLJ10547
0.82001754,
0.794763043,
0.835449715,
0.220896997,
0.018572064,
0.740725868,FLJ20086
0.927938585,FLJ10726
0.868114272,
0.576239878,
0.807111343,SCRIB
0.703005349,ITGAE
0.175646174,IBSP
0.609748604,
0.988396809,FLJ22041
0.391153907,
0.355194362,
0.910890076,BAI1
0.061321246,KIAA0750
0.218091522,
0.411914791,PRO1600
0.60715987,DKFZp434E222
0.713782685,SFN
0.573529102,
0.932435625,
0.607726895,
0.79289805,FBXO4
0.875899566,PRO0650
0.731423416,SNW1
0.492700597,RAI15
0.558657279,
0.752365351,PTRF
0.297354391,SP192
0.890002055,FLJ22649
0.267297945,RSU1
0.132274012,
0.822455946,LSM4
0.624818371,
0.129305575,
0.860872628,
0.314346296,CSNK1A1
0.605794465,TDRKH
0.013433525,ADAM7
0.767117981,
0.802140549,
0.373146146,
0.051059699,
0.618456912,KIAA0330
0.640732335,FLJ11336
0.45557037,RPL19
0.468968781,ACVRL1
0.282941854,
0.454554633,
0.268537882,PRKCBP1
0.744862543,NESHBP
0.573210444,ILF3
0.51589887,ITGB3BP
0.558770251,MYOZ2
0.666896681,P2RX1
0.633599028,DJ971N18.2
0.234480711,ADH5
0.966065114,FLJ10898
0.690700808,D5S346
0.278535598,
0.051432806,NKX6A
0.432786547,
0.353390414,PYY2
0.934790823,
0.997665464,
0.89072875,
0.088155593,KIAA1479
0.470413365,HAN11
0.482407976,BANP
0.501515289,GAPD
0.088378902,TGM4
0.227679152,
0.826041738,
0.332485656,
0.935873997,USP15
0.203338092,C11orf14
0.515646001,
0.558613176,
0.121164888,FLJ20534
0.122801227,OAS2
0.261638707,
0.478418427,DCTN1
0.589939788,DPAGT1
0.610788499,
0.797874276,
0.158946365,AP1GBP1
0.434327757,LOC55901
0.34636301,
0.248335989,KIAA0375
0.418492089,PTGDR
0.854544947,KIAA0321
0.869743726,
0.781032053,
0.275161247,
0.048480061,SIAT7D
0.832157549,P2RY4
0.86633808,KLHL3
0.156932368,MGAT1
0.14778253,SLC25A3
0.653649141,
0.016150283,ATP10B
0.716836727,ATP2B2
0.061265674,
0.127903399,PEX16
0.346509225,GAPD
0.684214034,FHL1
0.927336557,PPARGC1
0.68093563,
0.60158423,LIPA
0.450752885,FLJ23042
0.856268293,
0.190011386,DD5
0.926256187,KIAA0865
0.44724275,KIAA1666
0.35684615,
0.138712942,RORB
0.625643501,
0.379867857,
0.28713875,
0.733887784,
0.532392454,FLJ22184
0.549159726,NDUFB1
0.934428014,PIG11
0.747018849,LANCL2
0.367320631,MST1R
0.438920025,
0.268392835,
0.367491787,ZIC3
0.009360191,
0.124589611,KIAA1012
0.176414309,TESK2
0.282568428,NUMBL
0.357805977,
0.790001471,ZNF268
0.532967626,LOC51231
0.819356338,HS2ST1
0.656456068,CBFA2T1
0.337698245,NDST1
0.941804371,GML
0.258745273,PEGASUS
0.568940889,DNAJA1
0.205786905,KEL
0.247091698,
0.459017045,
0.14852276,R29124_1
0.22001781,KIAA1170
0.44567421,INGAP
0.382373326,
0.624479191,FTS
0.360635376,PON2
0.790789151,RAB11A
0.412920588,FACL4
0.917626742,
0.748749386,ARSB
0.038756063,
0.015175956,
0.708364929,DKFZP434C128
0.211365295,
0.658176607,IFIT1
0.632691954,
0.607841664,ZNF136
0.51963378,
0.255751133,KIAA0934
0.158349405,SEC31B-1
0.66193154,DJ473B4
0.068963003,GDF8
0.097936442,TPO
0.655191302,IL12A
0.387787,
0.108668742,BST2
0.130839484,FLJ13213
0.648483529,GAPD
0.598206964,C15orf2
0.954687834,
0.955896713,ACTN1
0.867267385,ALOX12P2
0.199033398,AD024
0.350900536,
0.415051077,KIAA0694
0.796605828,MS4A2
0.425122877,NCX
0.131671712,LIG4
0.453790243,
0.574046047,TUBB4Q
0.752537081,
0.981392504,PCANAP1
0.305530329,
0.013839579,
0.367064735,
0.174771827,
0.846649595,PER1
0.226753269,ABCA7
0.368018442,
0.205836421,SPBPBP
0.504742798,
0.702654938,FMO2
0.231147588,
0.463275022,
0.431471135,
0.54984324,GPR15
0.797974783,FLJ21432
0.057126814,SELL
0.287729042,FOXC1
0.310847775,
0.328583669,CHRNA6
0.585567489,
0.609040404,
0.484689834,
0.350486011,
0.294610305,
0.733259022,POLQ
0.456009552,
0.515211017,
0.963468016,RGS11
0.310287032,MATP
0.327896557,
0.978006095,
0.412866107,C1GALT1
0.31160757,SCYA21
0.919351309,
0.31650314,
0.734166615,POP3
0.788954845,LSR68
0.225398115,
0.966803732,CBR1
0.227774865,NUP107
0.4609503,FSP-2
0.827959987,SLC2A4
0.771281999,
0.37532819,PDX1
0.821395558,PSMA3
0.294936314,DNAH17
0.805940499,
0.18753332,ATP6D
0.200513876,CLDN8
0.113252312,DRCTNNB1A
0.482546762,STX11
0.237101296,FBP2
0.515105823,MAL
0.040372291,KIAA0563
0.029174268,ISL1
0.171066506,KIAA0372
0.636498784,DNM1L
0.785211714,
0.225857127,PRO2834
0.778578303,
0.971165607,SAR1
0.418180041,
0.079957334,FLJ21908
0.852465332,PS-PLA1
0.475624571,RAB3D
0.429073619,
0.891859786,FLJ12800
0.618984738,
0.467436793,D12S2489E
0.681177642,
0.041396158,GNG13
0.338096945,
0.494177477,B3GNT3
0.149252867,TAF4B
0.165671554,
0.521469477,DYT1
0.030230154,PDHB
0.821067665,
0.243360388,
0.084101804,IRAK-M
0.753036123,HPX
0.892592395,
0.716931892,
0.794143785,AGR2
0.172610271,SYNGR2
0.188595466,
0.573528952,TFPT
0.801858345,USH2A
0.768509245,KIAA1424
0.787487898,TMP21
0.562907949,
0.250312803,ACP33
0.388942776,
0.519118447,
0.269952877,PDE6H
0.23769813,NFKBIA
0.590001231,
0.845885856,PKIG
0.176933748,RAPSN
0.136292714,
0.204040891,MGC:5244
0.720105101,
0.199561079,KIAA1610
0.360642984,APC4
0.738931358,
0.882226092,
0.144895973,LOC56270
0.448929401,
0.650647074,
0.351933741,
0.740824904,RAB5C
0.183131208,
0.031343841,TM4SF2
0.163222125,RPC32
0.583422077,
0.049982135,CHI3L2
0.539973184,CRIP2
0.793596711,DPYSL3
0.921732474,NTSR1
0.752107644,
0.82115912,HSPC159
0.500570285,ARCN1
0.890966525,PIST
0.183948613,
0.210329112,FLJ22174
0.451115968,C20orf103
0.488981263,CDV-1
0.717755439,TAC3
0.200286547,
0.546021733,SIRT5
0.391442849,
0.680743591,FLJ12448
0.847497643,RNF13
0.079274096,
0.668917794,
0.027499438,LOC51754
0.250609936,KIAA1407
0.343603664,SCN2B
0.328817205,
0.405986091,
0.614992583,
0.139910422,
0.202855538,CAD
0.796672211,ZNF216
0.506156846,ZNF304
0.393690387,SREC
0.070867218,ELOVL2
0.874119906,NPAS2
0.476678936,
0.217692412,
0.5755545,MBD1
0.587938476,RSN
0.045927174,RTN2
0.925893558,
0.228786953,USP25
0.810677346,
9.94E-05,PDK4
0.826652671,
0.647133464,
0.309721463,
0.658467693,PRO1942
0.3340859,FLJ10773
0.598781006,
0.623499217,PSK-1
0.084836782,
0.218393682,
0.406705495,
0.971715388,
0.189209552,APC10
0.17054558,KIAA0202
0.504103876,CPNE6
0.784064374,KIAA0564
0.355962525,
0.647276483,LNPEP
0.36967045,
0.234239705,GUCY1A3
0.28712877,DKFZP434B033
0.513921142,PDXK
0.434465175,
0.279079311,
0.365199019,
0.627749828,
0.776152003,
0.146867521,ATP5F1
0.929637469,LOC51107
0.18389396,KIAA0438
0.668843301,PNLIP
0.235366776,LMNB2
0.952456832,
0.592077935,
0.608915817,DLX5
0.22619857,LOC51267
0.667170401,
0.375494854,KIAA0626
0.635072006,TAX1BP1
0.50539567,
0.546544438,ASTN
0.777582796,BNC
0.682671228,IGF2AS
0.092916613,LOC56963
0.426783366,T1A-2
0.447136019,SF3A3
0.443607716,UPK1A
0.233815241,ABR
0.295012379,AVP
0.652372309,DOM3Z
0.48960154,FLJ14054
0.677536032,
0.319266718,ERBB2
0.542028371,
0.400555401,
0.880080603,TRIM37
0.178349801,
0.220169122,TAL2
0.371822621,PFKFB2
0.984052509,KNSL6
0.680142642,CST7
0.99563055,KCNE1
0.612434745,BM042
0.627149711,GAPD
0.210574886,G2A
0.634234994,FLJ23560
0.702031915,
0.789185654,
0.314581416,
0.884809147,
0.762996227,GCN5L2
0.285434375,GTF2H2
0.66015934,RFC5
0.883622173,ALTE
0.009522201,ELMO3
0.374795845,GRN
0.080626395,KIAA0172
0.333754102,RAC1
0.136157187,RPL37
0.940486369,C20orf77
0.55171875,PTBP1
0.130233454,C20orf158
0.276245076,LOC51056
0.500586081,
0.70469323,HUMAUANTIG
0.398073095,
0.460309589,
0.066305721,SPINLW1
0.973804078,KIAA0781
0.750762693,FLJ20627
0.799482745,H2BFE
0.917519196,DKFZp547I094
0.813076653,EEF1D
0.713476796,
0.794573329,KIAA0476
0.381905087,USP4
0.228936365,ATP1B3
0.865345357,
0.549754545,LOC51313
0.549634394,
0.939123766,GLA
0.330563959,CAMLG
0.195628342,SLC3A2
0.614488483,CHRNA2
0.863825411,GAPD
0.559016797,FLJ20047
0.728223053,CSTF2T
0.739828939,KERA
0.621332394,PSMB7
0.633895174,
0.558780323,
0.734524596,
0.583810609,
0.065477733,
0.675305324,KIAA0255
0.698955927,BACE
0.77403306,
0.488166507,TFPI2
0.331847064,APM1
0.59107902,
0.704946959,IL21R
0.139761096,AXL
0.669556083,SIP2-28
0.521860856,FLJ20225
0.922636186,
0.596174087,RAB6KIFL
0.330067836,
0.453135104,
0.137684328,OXT
0.090165453,AEGL1
0.18785324,
0.176354668,
0.152331794,
0.386059749,
0.830509844,EXTL3
0.768157838,KIAA0951
0.390829576,
0.29625655,
0.930284213,
0.483637637,CPE
0.815870809,ATP2B4
0.056336474,DKFZP434D146
0.095095725,RAB7L1
0.06281477,
0.058210838,FLJ21615
0.029102685,EFNB3
0.504762696,FSHPRH1
0.813024287,FOP
0.83809483,EPHA1
0.268726145,IRAK2
0.908811929,RHCG
0.882321437,CMAH
0.181310031,
0.279228673,PISD
0.29567943,FLJ22662
0.508021241,KIAA1465
0.830084229,FLJ13204
0.507027307,FLJ14011
0.310847623,SCYA18
0.760431796,
0.964071912,
0.552630651,
0.570297822,
0.933219781,KIAA0329
0.680672442,
0.707141724,
0.925197135,
0.384856456,OSBPL6
0.66767948,
0.994422566,UMPS
0.719738745,FLJ20473
0.439328622,
0.367996724,KIAA0277
0.909085047,KCNH4
0.198619048,AOX1
0.024519273,SR-BP1
0.815797399,HAT
0.799356281,
0.919625587,MAPK13
0.633104761,CNN3
0.48932933,RAGD
0.571637799,
0.563340711,SPINK2
0.813810186,
0.883290756,
0.05792832,
0.34670521,MLL
0.44976035,
0.478794051,RPL3L
0.130506094,D2S448
0.516611603,SPS2
0.667923542,LAMA2
0.299444477,PLA2G4C
0.672910575,FBXO25
0.665819843,RNF7
0.060081251,KIAA1265
0.663021433,
0.761078934,
0.111331148,ZAP3
0.857831895,FLJ10188
0.242749428,
0.170132978,
0.635647849,
0.424976343,MFAP1
0.478906468,MMP23B
0.944388731,API5
0.797598682,
0.821542788,
0.467915027,TFAP4
0.460108291,
0.714425513,
0.962649013,
0.676581329,GLRX2
0.457385777,CHIT1
0.318375818,GAP43
0.202396857,
0.843949091,OR1A1
0.706171188,
0.124295943,FLJ14146
0.510247739,
0.10914234,SFRS3
0.883238245,FE65L2
0.354546218,
0.639414301,SC4MOL
0.82610353,ARIX
0.573117814,PDE7B
0.248531736,KIAA1089
0.148244643,GPR38
0.504238375,
0.870261799,GGA2
0.769035584,SLC9A2
0.968650657,
0.129870971,FLJ10832
0.954908534,KIAA0397
0.572129642,
0.994396296,KIAA0982
0.181339327,LPIN1
0.625593774,
0.88433319,
0.639110685,LOC57821
0.294537371,NR1H3
0.303610057,TUFM
0.464868136,PPOX
0.199561572,
0.910847349,
0.56710943,
0.022569877,
0.888710372,
0.408760957,RBBP9
0.702152924,
0.398756265,ING1
0.664946476,ENTPD5
0.433777456,KIAA0152
0.578883851,GAPD
0.505567977,XP5
0.342578416,
0.178803821,SLC15A1
0.86071382,KIAA1550
0.807811236,TNP2
0.398337618,GLTSCR2
0.332014899,CX46.6
0.655696197,GAPD
0.234974632,ZPBP
0.621000735,GALK1
0.879355363,SPK
0.513214392,BNIP3
0.285044289,KIAA0607
0.591484021,TPST1
0.817085456,MRPL18
0.45601488,LOC51024
0.982368363,
0.513175708,KIAA0275
0.853338495,
0.039105229,FLOT1
0.140179573,GTF3C3
0.367919578,
0.683403026,FLJ23558
0.723379833,
0.661909582,
0.011754087,KIAA1211
0.13388673,FLJ23468
0.266738354,
0.371864765,
0.89609949,
0.650512706,XKRY
0.927737225,KIAA0773
0.579357842,
0.052830471,SOX20
0.780068683,
0.617656345,KIAA1067
0.80046447,FLJ20533
0.683660418,
0.706970111,
0.480324832,PTPRH
0.565060607,TLE1
0.868105223,
0.459130371,HIP1
0.732344746,
0.515058387,CDC16
0.393920484,
0.772736129,KIAA1238
0.257103323,FLJ20958
0.488596175,MAGEC1
0.598059796,KIAA1025
0.748547919,EPX
0.44019271,GAPD
0.07400546,EYA3
