"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.Endothelial","log2fold_change","Auc"
"1320","PELI1","hurdle",7.04920103829284e-15,-1.924684,-1.133665,0.791019,0.597
"505","DNAJC8","hurdle",3.87945491716372e-15,-1.1376181,-0.5963916,0.5412265,0.597
"359","CHST12","hurdle",4.42937682005563e-14,-1.992841,-1.17886,0.813981,0.597
"276","CCDC109B","hurdle",2.43240572536109e-11,-1.927399,-1.167765,0.759634,0.597
"190","BCR","hurdle",1.66798589676543e-22,-2.877892,-1.633014,1.244878,0.597
"2051","ZFYVE21","hurdle",1.65335418974205e-12,-1.6539558,-0.9125997,0.7413561,0.596
"1975","TXNDC12","hurdle",5.69777545806533e-13,-1.5851704,-0.8534171,0.7317533,0.596
"1935","TPR","hurdle",1.66281793990043e-13,-0.8940294,-0.3922296,0.5017998,0.596
"1780","STK25","hurdle",5.94423372683362e-13,-2.050317,-1.245398,0.804919,0.596
"1740","SPCS3","hurdle",1.50948894417537e-10,-1.54381,-0.906359,0.637451,0.596
"1530","RHOU","hurdle",7.50961048126515e-27,-2.962098,-1.642371,1.319727,0.596
"1480","RANBP1","hurdle",1.79131170520769e-07,-0.9924684,-0.4641572,0.5283112,0.596
"1391","POLR2A","hurdle",2.98292519433314e-12,-1.4921452,-0.8451083,0.6470369,0.596
"1267","OPTN","hurdle",1.19525134924879e-11,-1.4706485,-0.8915365,0.579112,0.596
"1143","MSRA","hurdle",3.3612591890981e-11,-2.421129,-1.517123,0.904006,0.596
"1043","LSM2","hurdle",5.44186969375677e-09,-1.0383484,-0.4868602,0.5514882,0.596
"1033","LRP10","hurdle",1.79751553954826e-09,-1.1233177,-0.5863769,0.5369408,0.596
"868","IFI44","hurdle",1.14530235143425e-14,-2.273268,-1.30549,0.967778,0.596
"673","FKBP8","hurdle",3.66589769587965e-10,-0.9714191,-0.4407154,0.5307037,0.596
"463","DAAM1","hurdle",7.58893052592616e-14,-1.6593832,-0.8643012,0.795082,0.596
"399","COTL1","hurdle",9.13418674186082e-37,-1.0714466,-0.5402428,0.5312038,0.596
"292","CCNY","hurdle",2.96342952673323e-16,-2.552745,-1.482934,1.069811,0.596
"222","C1orf115","hurdle",6.35737542650555e-27,-2.971868,-1.69411,1.277758,0.596
"61","ADRB2","hurdle",1.2603154372724e-25,-2.613421,-1.461229,1.152192,0.596
"2070","ZNF667-AS1","hurdle",1.30999588311083e-12,-2.48147,-1.500112,0.981358,0.595
"1887","TMEM179B","hurdle",4.2505503386146e-11,-0.905651,-0.3841397,0.5215113,0.595
"1847","TES","hurdle",6.33123260223583e-20,-1.946381,-1.143105,0.803276,0.595
"1811","TAF15","hurdle",1.02499455273551e-09,-1.648853,-0.9830316,0.6658214,0.595
"1702","SMAD9","hurdle",1.31600753110831e-17,-3.136936,-1.839103,1.297833,0.595
"1591","SAMM50","hurdle",1.90485175919751e-09,-2.068766,-1.286307,0.782459,0.595
"1590","SAMHD1","hurdle",1.12077295299173e-10,-1.845962,-1.16981,0.676152,0.595
"1566","RP4-575N6.4","hurdle",5.40002685770333e-37,-3.265352,-1.828907,1.436445,0.595
"1448","PTPN14","hurdle",2.46645252783918e-18,-2.549336,-1.44612,1.103216,0.595
"1439","PSMC3","hurdle",1.72672094619168e-11,-1.38237,-0.763244,0.619126,0.595
"1089","MCFD2","hurdle",1.71356643698803e-08,-1.773234,-1.047176,0.726058,0.595
"1040","LRRC8C","hurdle",3.18040747693373e-19,-2.814804,-1.69483,1.119974,0.595
"626","FAM129B","hurdle",1.78234982848726e-18,-2.530795,-1.468936,1.061859,0.595
"249","CALHM2","hurdle",6.75278756340378e-11,-2.421284,-1.465126,0.956158,0.595
"175","AUP1","hurdle",1.29586462835936e-08,-0.9718707,-0.4548681,0.5170026,0.595
"149","ARRB1","hurdle",3.58798098683404e-21,-2.777439,-1.621646,1.155793,0.595
"124","ARAP3","hurdle",5.77351718381408e-31,-3.220645,-1.774755,1.44589,0.595
"87","AKT3","hurdle",2.43659257815863e-13,-2.642876,-1.673346,0.96953,0.595
"36","ADAM10","hurdle",4.1243267405721e-13,-1.930458,-1.114621,0.815837,0.595
"1978","UBE2E3","hurdle",1.3081522824527e-09,-1.677811,-1.02232,0.655491,0.594
"1708","SMIM10","hurdle",1.57135438365342e-14,-2.831587,-1.711526,1.120061,0.594
"1506","RBP5","hurdle",1.22999472137429e-12,-2.804643,-1.687266,1.117377,0.594
"1399","PPM1D","hurdle",8.45278059735226e-19,-2.40953,-1.402158,1.007372,0.594
"1039","LRRC8A","hurdle",7.20672911044974e-16,-2.491283,-1.41172,1.079563,0.594
"808","HEY1","hurdle",1.17565326036609e-52,-2.967503,-1.149794,1.817709,0.594
"778","GPX3","hurdle",4.72418979730056e-16,-1.98175,-1.135049,0.846701,0.594
"744","GLG1","hurdle",1.74593916221722e-11,-1.794765,-1.100983,0.693782,0.594
"701","FRMD4B","hurdle",2.51423019913936e-14,-2.049251,-1.281522,0.767729,0.594
"557","EIF2S2","hurdle",2.49234856566151e-09,-0.9796134,-0.4779932,0.5016202,0.594
"473","DCTN2","hurdle",1.96964931263814e-13,-1.3242073,-0.7187498,0.6054575,0.594
"186","BCAP29","hurdle",2.7571339832673e-07,-1.3066667,-0.7163983,0.5902684,0.594
"174","ATXN3","hurdle",6.69574469095724e-15,-2.023516,-1.217507,0.806009,0.594
"1940","TRIB2","hurdle",4.48669901937844e-12,-2.651078,-1.606844,1.044234,0.593
"1481","RAP1A","hurdle",1.1858202628789e-13,-1.353157,-0.754927,0.59823,0.593
"1422","PRKD2","hurdle",1.29343098796001e-13,-2.467973,-1.470894,0.997079,0.593
"1280","PAK2","hurdle",4.17020431796174e-09,-1.2068976,-0.6511353,0.5557623,0.593
"1252","NUDT3","hurdle",1.39186093169774e-14,-1.932518,-1.125528,0.80699,0.593
"941","KATNBL1","hurdle",1.68991282564715e-11,-1.933318,-1.10348,0.829838,0.593
"749","GMDS","hurdle",1.93383325017802e-16,-2.192746,-1.261431,0.931315,0.593
"740","GIT1","hurdle",1.92125881857387e-24,-2.906829,-1.672926,1.233903,0.593
"532","E2F4","hurdle",1.08114349787348e-14,-2.625858,-1.557695,1.068163,0.593
"346","CFDP1","hurdle",3.20731549190467e-11,-1.6671247,-0.9606405,0.7064842,0.593
"294","CCPG1","hurdle",5.25283940233827e-15,-1.5917279,-0.8829627,0.7087652,0.593
"151","ARRDC3","hurdle",5.03052747540412e-13,-1.961651,-1.10744,0.854211,0.593
"16","ABLIM3","hurdle",2.70436199137127e-18,-2.931111,-1.758806,1.172305,0.593
"1859","THSD1","hurdle",3.12841987900786e-30,-3.270057,-1.901772,1.368285,0.592
"1660","SKI","hurdle",3.82968567882444e-09,-2.287669,-1.433833,0.853836,0.592
"1557","RP11-467L13.7","hurdle",1.30035846680273e-16,-2.568338,-1.483627,1.084711,0.592
"1516","RERE","hurdle",1.79879430924516e-12,-1.834545,-1.081059,0.753486,0.592
"1334","PIEZO1","hurdle",1.22113907987785e-17,-2.705777,-1.551464,1.154313,0.592
"1207","NID1","hurdle",3.83905899039616e-12,-2.499202,-1.477375,1.021827,0.592
"1128","MMRN1","hurdle",5.01610384649101e-61,-3.293841,-1.546013,1.747828,0.592
"1125","MMP15","hurdle",4.93503425356623e-28,-3.179361,-1.820405,1.358956,0.592
"831","HNRNPD","hurdle",3.13298953024024e-12,-1.3372704,-0.7222735,0.6149969,0.592
"742","GJA4","hurdle",5.0453892026492e-22,-2.1380455,-0.9127475,1.225298,0.592
"672","FKBP1C","hurdle",1.17892728671498e-22,-2.651776,-1.425537,1.226239,0.592
"387","CNTLN","hurdle",6.14768442510721e-09,-2.779313,-1.80289,0.976423,0.592
"361","CHSY1","hurdle",9.93004281188124e-14,-2.443606,-1.455122,0.988484,0.592
"1973","TWF2","hurdle",7.41632698954533e-11,-1.778227,-1.088994,0.689233,0.591
"1867","TJP2","hurdle",1.03570988398618e-11,-2.644682,-1.610461,1.034221,0.591
"1863","TIMP2","hurdle",4.02368380119821e-11,-1.64453,-1.044798,0.599732,0.591
"1698","SLK","hurdle",1.42270628876469e-11,-2.259834,-1.368483,0.891351,0.591
"1683","SLC35G2","hurdle",3.16967108585875e-24,-3.183948,-1.945279,1.238669,0.591
"1626","SERPINE1","hurdle",7.55257560388945e-28,-2.540517,-1.166665,1.373852,0.591
"1524","RGL2","hurdle",1.52643627072092e-11,-1.798413,-1.119896,0.678517,0.591
"1116","MIR222HG","hurdle",1.5307377217851e-18,-2.892359,-1.693839,1.19852,0.591
"1069","MAP3K3","hurdle",2.45105562466856e-14,-2.776841,-1.725698,1.051143,0.591
"984","KXD1","hurdle",1.32499412936325e-08,-1.6014677,-0.9559805,0.6454872,0.591
"901","IMP3","hurdle",3.72472768820991e-14,-1.5618434,-0.8935357,0.6683077,0.591
"612","F2R","hurdle",1.86197110857872e-07,-2.397452,-1.549706,0.847746,0.591
"542","EFCAB14","hurdle",3.90273075000218e-15,-1.819552,-1.02297,0.796582,0.591
"523","DST","hurdle",3.16999817419529e-11,-1.4907394,-0.9284614,0.562278,0.591
"513","DOCK1","hurdle",9.36531853544968e-14,-2.646256,-1.633424,1.012832,0.591
"357","CHMP3","hurdle",2.53331029559948e-11,-1.5078354,-0.8590767,0.6487587,0.591
"297","CD109","hurdle",7.32479153798096e-16,-2.9362,-1.753583,1.182617,0.591
"2042","ZBTB16","hurdle",7.68963510606799e-11,-2.256068,-1.40219,0.853878,0.59
"2024","WDR1","hurdle",6.12352474899271e-14,-1.154133,-0.651423,0.50271,0.59
"1900","TMEM47","hurdle",1.47619250585119e-15,-2.596112,-1.488325,1.107787,0.59
"1816","TANC1","hurdle",1.28711315231028e-17,-2.479299,-1.425533,1.053766,0.59
"1476","RALGDS","hurdle",6.45997332729759e-14,-2.213432,-1.369348,0.844084,0.59
"1466","RAB11B","hurdle",2.1042663520479e-09,-1.2360396,-0.6961477,0.5398919,0.59
"1296","PCGF2","hurdle",9.12442648200205e-15,-2.316825,-1.376416,0.940409,0.59
"1249","NUDCD1","hurdle",3.7653199566761e-18,-2.818127,-1.698138,1.119989,0.59
"1245","NTAN1","hurdle",3.81692470189611e-10,-2.232392,-1.325148,0.907244,0.59
"1220","NOSIP","hurdle",5.36024133396885e-08,-1.3265974,-0.7900514,0.536546,0.59
"1211","NLRP1","hurdle",1.38498672460473e-10,-2.65064,-1.651023,0.999617,0.59
"956","KIAA1683","hurdle",3.05177677508179e-20,-2.62339,-1.4757,1.14769,0.59
"829","HLX","hurdle",3.94982404162329e-25,-3.096268,-1.751999,1.344269,0.59
"688","FN1","hurdle",2.17329623804119e-16,-1.1763484,-0.5182287,0.6581197,0.59
"331","CDK17","hurdle",5.81789883294332e-11,-2.217913,-1.441553,0.77636,0.59
"143","ARL15","hurdle",1.67304914764425e-35,-2.788879,-1.346592,1.442287,0.59
"1965","TTC28","hurdle",4.82599066546994e-13,-2.795517,-1.717951,1.077566,0.589
"1796","SVIL","hurdle",2.32626649237286e-10,-2.003322,-1.195248,0.808074,0.589
"1658","SIRPA","hurdle",1.52029404080321e-17,-2.974025,-1.79923,1.174795,0.589
"1582","RTF1","hurdle",3.12322201180883e-08,-1.4028301,-0.8237873,0.5790428,0.589
"1519","REXO2","hurdle",7.30057144973981e-10,-1.1290603,-0.6002469,0.5288134,0.589
"1451","PTPRG","hurdle",1.29156104722654e-18,-2.637727,-1.469344,1.168383,0.589
"1393","PON2","hurdle",1.52932395980837e-06,-1.3619714,-0.7853997,0.5765717,0.589
"1358","PLCG2","hurdle",9.77481375212382e-16,-2.714343,-1.673163,1.04118,0.589
"1322","PEPD","hurdle",1.81377171882377e-14,-1.913302,-1.130409,0.782893,0.589
"1051","LYL1","hurdle",3.35862412966351e-29,-3.164658,-1.799167,1.365491,0.589
"651","FBXW5","hurdle",1.06034864851162e-08,-1.760772,-1.024465,0.736307,0.589
"535","EBPL","hurdle",2.03704828172137e-11,-1.6350588,-0.9833522,0.6517066,0.589
"456","CYP1B1","hurdle",6.42058494244182e-19,-2.513448,-1.325604,1.187844,0.589
"315","CDC123","hurdle",3.18287874877528e-12,-1.870686,-1.12034,0.750346,0.589
"171","ATP2B4","hurdle",1.6268861351101e-11,-1.893704,-1.197239,0.696465,0.589
"142","ARL13B","hurdle",1.43113919965095e-09,-2.388541,-1.521769,0.866772,0.589
"141","ARID5A","hurdle",8.41951814370307e-12,-1.5466278,-0.9249022,0.6217256,0.589
"33","ACTR2","hurdle",2.50138034074301e-10,-1.1469712,-0.6427742,0.504197,0.589
"2076","ZYX","hurdle",3.46847906066531e-12,-1.0526232,-0.5459094,0.5067138,0.588
"2006","VCAM1","hurdle",7.88102183330983e-23,-2.724204,-1.460986,1.263218,0.588
"1945","TRIM56","hurdle",1.83776708396585e-12,-1.913709,-1.155358,0.758351,0.588
"1922","TNS1","hurdle",2.27099407899878e-11,-2.188028,-1.398892,0.789136,0.588
"1793","SUN1","hurdle",6.22189038538137e-09,-1.864351,-1.117958,0.746393,0.588
"1789","SUGT1","hurdle",2.39227770900915e-09,-1.5292661,-0.9314261,0.59784,0.588
"1515","RELL1","hurdle",1.92118141479158e-21,-2.862684,-1.705326,1.157358,0.588
"1418","PRKAR1B","hurdle",5.08355544421927e-13,-2.756724,-1.745418,1.011306,0.588
"1369","PLEKHO2","hurdle",1.13104353346615e-19,-2.881182,-1.719669,1.161513,0.588
"1212","NMI","hurdle",1.04803220346893e-13,-2.359985,-1.465526,0.894459,0.588
"1162","MYLIP","hurdle",4.73178212179958e-12,-1.217494,-0.6503612,0.5671328,0.588
"1071","MAP3K8","hurdle",1.36813527920836e-13,-1.3795308,-0.7925002,0.5870306,0.588
"765","GNG12","hurdle",2.60535036240705e-11,-2.083796,-1.237863,0.845933,0.588
"690","FNDC3B","hurdle",1.87787021392065e-11,-2.028248,-1.261867,0.766381,0.588
"687","FMNL3","hurdle",4.55095504467064e-15,-2.893684,-1.72885,1.164834,0.588
"591","ERC1","hurdle",9.37700302881224e-18,-2.488078,-1.450957,1.037121,0.588
"448","CX3CL1","hurdle",1.83394785876763e-10,-2.458949,-1.480938,0.978011,0.588
"403","CPLX1","hurdle",1.68976752578894e-18,-2.920644,-1.75584,1.164804,0.588
"351","CHD1","hurdle",1.19049690848487e-12,-1.2726869,-0.7498092,0.5228777,0.588
"246","CALCOCO2","hurdle",2.21044661100497e-11,-1.4278314,-0.8680186,0.5598128,0.588
"239","C9orf3","hurdle",7.10419188513332e-11,-2.318726,-1.388881,0.929845,0.588
"1824","TBC1D15","hurdle",7.50436535681439e-13,-2.157213,-1.341756,0.815457,0.587
"1532","RILPL2","hurdle",1.26066511745004e-11,-1.4871684,-0.9294214,0.557747,0.587
"1461","PXDN","hurdle",6.80626895624747e-16,-2.350461,-1.323801,1.02666,0.587
"1273","OSMR","hurdle",1.04639141494324e-12,-2.55918,-1.692755,0.866425,0.587
"1188","NDST1","hurdle",3.80584244618792e-15,-2.666362,-1.606945,1.059417,0.587
"1164","MYO10","hurdle",7.00292903807411e-24,-2.754463,-1.558536,1.195927,0.587
"1139","MRPL33","hurdle",1.30619996908593e-10,-0.8525706,-0.340228,0.5123426,0.587
"1133","MPDZ","hurdle",4.34788200885023e-13,-2.692359,-1.674178,1.018181,0.587
"1111","MID1","hurdle",1.32022779329061e-20,-3.101779,-1.895122,1.206657,0.587
"1085","MBNL2","hurdle",3.64801393676742e-10,-1.986598,-1.266272,0.720326,0.587
"837","HOXD1","hurdle",2.21507048963262e-25,-3.291277,-2.016841,1.274436,0.587
"624","FAM127A","hurdle",2.22381016466922e-08,-1.4829196,-0.8785443,0.6043753,0.587
"554","EIF2AK2","hurdle",5.59198961195588e-10,-1.5179382,-0.9295788,0.5883594,0.587
"282","CCDC82","hurdle",1.96567136982118e-07,-2.494671,-1.692096,0.802575,0.587
"201","BMX","hurdle",2.12347948480243e-33,-3.301143,-1.914596,1.386547,0.587
"2038","YPEL2","hurdle",7.52674798095169e-08,-1.5714036,-0.8829113,0.6884923,0.586
"1918","TNIP2","hurdle",1.29857109069556e-12,-2.120203,-1.332674,0.787529,0.586
"1271","OSBPL1A","hurdle",6.45126231914514e-16,-1.774716,-1.015182,0.759534,0.586
"1171","MYO5C","hurdle",4.00331828933562e-18,-2.598318,-1.577923,1.020395,0.586
"1080","MARCKS","hurdle",4.58704774164035e-09,-1.3600755,-0.8184738,0.5416017,0.586
"718","GALNT15","hurdle",1.34888187570585e-32,-3.1981,-1.879944,1.318156,0.586
"596","ERP44","hurdle",6.11360016202503e-11,-1.679816,-1.025064,0.654752,0.586
"583","EPB41L4A","hurdle",3.62842988099507e-17,-2.825765,-1.683535,1.14223,0.586
"328","CDIP1","hurdle",3.06783888914297e-11,-2.609442,-1.732081,0.877361,0.586
"235","C5orf24","hurdle",2.75868580134986e-09,-1.828142,-1.115777,0.712365,0.586
"230","C2CD4B","hurdle",6.59367209258691e-40,-3.288295,-1.795001,1.493294,0.586
"148","ARPC5L","hurdle",1.37572275047439e-12,-1.4424026,-0.8457674,0.5966352,0.586
"144","ARL2","hurdle",2.10559643703072e-20,-2.013417,-1.087198,0.926219,0.586
"77","AIP","hurdle",4.79496446951752e-13,-1.5670471,-0.9730526,0.5939945,0.586
"1720","SNRNP70","hurdle",5.66380877335687e-09,-1.2340859,-0.6740609,0.560025,0.585
"1648","SH3TC1","hurdle",3.45338143192911e-19,-3.009276,-1.777551,1.231725,0.585
"1613","SEMA3G","hurdle",2.7019134664052e-54,-3.181631,-1.403623,1.778008,0.585
"977","KLHL3","hurdle",9.37235405404356e-25,-3.198338,-1.915701,1.282637,0.585
"695","FOXO1","hurdle",1.7099269940502e-07,-2.49723,-1.708816,0.788414,0.585
"685","FLT4","hurdle",3.71003863655117e-35,-3.298622,-1.885592,1.41303,0.585
"354","CHD9","hurdle",8.49106790082956e-09,-1.2247043,-0.7113445,0.5133598,0.585
"161","ATL3","hurdle",2.07706349815157e-07,-2.053232,-1.31463,0.738602,0.585
"150","ARRDC2","hurdle",9.56569901956959e-09,-2.315941,-1.514074,0.801867,0.585
"1986","UFD1L","hurdle",5.07841118777309e-07,-1.589381,-1.032728,0.556653,0.584
"1979","UBE2G2","hurdle",1.03599317102792e-08,-1.924098,-1.188048,0.73605,0.584
"1892","TMEM245","hurdle",6.2403028269108e-08,-2.285667,-1.442677,0.84299,0.584
"1888","TMEM184B","hurdle",5.53021534513405e-13,-2.482726,-1.477755,1.004971,0.584
"1769","STARD13","hurdle",2.24289936363093e-15,-2.756946,-1.675781,1.081165,0.584
"431","CTDSP1","hurdle",3.31889954374496e-11,-2.170459,-1.373773,0.796686,0.584
"338","CEBPG","hurdle",1.71602516343228e-11,-2.139078,-1.381302,0.757776,0.584
"335","CDKN1C","hurdle",6.77509735406841e-08,-2.244602,-1.432462,0.81214,0.584
"206","BRI3","hurdle",4.74848885946944e-13,-1.6937008,-0.9717592,0.7219416,0.584
"204","BOD1L1","hurdle",1.66060162011915e-09,-1.966883,-1.23752,0.729363,0.584
"158","ASRGL1","hurdle",4.73289324204781e-14,-2.335324,-1.377127,0.958197,0.584
"2025","WDR13","hurdle",1.58824897925973e-07,-1.847321,-1.163261,0.68406,0.583
"1536","RND1","hurdle",2.740206304675e-13,-1.980772,-1.194495,0.786277,0.583
"1446","PTP4A3","hurdle",5.02391370938596e-14,-1.8787952,-0.9985681,0.8802271,0.583
"1256","NUTF2","hurdle",7.40054723901545e-08,-1.3389421,-0.8085027,0.5304394,0.583
"1138","MRPL17","hurdle",2.78038414893893e-14,-1.7178609,-0.9814581,0.7364028,0.583
"1136","MPZL2","hurdle",1.01821644855801e-27,-2.809169,-1.569093,1.240076,0.583
"1097","MED4","hurdle",8.73015944442312e-13,-1.685619,-1.116889,0.56873,0.583
"552","EI24","hurdle",2.43207634242411e-10,-1.3900111,-0.8094594,0.5805517,0.583
"329","CDIPT","hurdle",2.10954293816623e-08,-1.5715589,-0.9636119,0.607947,0.583
"285","CCDC88A","hurdle",1.63263223068717e-10,-2.494426,-1.622829,0.871597,0.583
"236","C6orf62","hurdle",7.57925552272129e-11,-1.3932056,-0.8178242,0.5753814,0.583
"92","AMOTL1","hurdle",3.81103183212874e-15,-2.91165,-1.83283,1.07882,0.583
"2053","ZMIZ1","hurdle",2.84758546373359e-08,-2.201053,-1.416867,0.784186,0.582
"1913","TNFRSF14","hurdle",4.08710596677782e-07,-1.75042,-1.151142,0.599278,0.582
"1849","TEX264","hurdle",1.34829375395857e-06,-1.3366573,-0.8136871,0.5229702,0.582
"1835","TCF7L1","hurdle",1.3593030904747e-12,-2.81646,-1.752652,1.063808,0.582
"1800","SYNCRIP","hurdle",9.58074232414247e-09,-1.3493609,-0.7860626,0.5632983,0.582
"1788","STXBP1","hurdle",2.19083492798871e-13,-2.919026,-1.883178,1.035848,0.582
"1771","STARD3NL","hurdle",4.10487347679027e-06,-1.916698,-1.263036,0.653662,0.582
"1770","STARD3","hurdle",6.08621742086914e-11,-2.006531,-1.290059,0.716472,0.582
"1646","SH3GL1","hurdle",1.76892277659342e-15,-2.532977,-1.601739,0.931238,0.582
"1437","PSMB8-AS1","hurdle",5.63837971476082e-11,-2.422257,-1.702023,0.720234,0.582
"1373","PLOD1","hurdle",3.92114779569535e-10,-2.503374,-1.566575,0.936799,0.582
"1339","PINK1","hurdle",1.20946546304061e-12,-2.548076,-1.599732,0.948344,0.582
"926","ITPKC","hurdle",2.04960798385066e-17,-2.418108,-1.435899,0.982209,0.582
"915","ITGA1","hurdle",2.24616626451735e-08,-2.312282,-1.439992,0.87229,0.582
"861","ICAM4","hurdle",6.85911418093166e-22,-3.131833,-1.945991,1.185842,0.582
"572","EML3","hurdle",1.55716988934383e-11,-2.600078,-1.710047,0.890031,0.582
"525","DUSP22","hurdle",1.89549863660512e-06,-2.505298,-1.699832,0.805466,0.582
"491","DHRS7B","hurdle",6.28835982215907e-13,-2.331909,-1.456037,0.875872,0.582
"316","CDC25B","hurdle",1.06762291555823e-16,-2.707243,-1.724972,0.982271,0.582
"157","ASL","hurdle",7.48814019087668e-12,-2.190731,-1.360147,0.830584,0.582
"63","AFAP1","hurdle",1.02243854443265e-11,-2.761803,-1.816059,0.945744,0.582
"2012","VOPP1","hurdle",4.81128567306907e-10,-1.979389,-1.299694,0.679695,0.581
"2011","VIM-AS1","hurdle",9.26761539277169e-16,-2.690232,-1.699731,0.990501,0.581
"1991","UPF3A","hurdle",1.0647436071238e-09,-1.659189,-1.007519,0.65167,0.581
"1365","PLEKHG2","hurdle",5.22532099966849e-12,-2.743078,-1.762613,0.980465,0.581
"1342","PIR","hurdle",4.28053684763482e-19,-2.971277,-1.88724,1.084037,0.581
"1260","OAF","hurdle",2.6227773041676e-09,-2.640184,-1.702023,0.938161,0.581
"1242","NSMCE4A","hurdle",1.90043107539672e-11,-2.068019,-1.274175,0.793844,0.581
"1118","MIS18BP1","hurdle",1.79240997611435e-09,-1.926408,-1.271325,0.655083,0.581
"1022","LMF2","hurdle",4.47650884683955e-07,-2.046499,-1.375056,0.671443,0.581
"951","KIAA0141","hurdle",8.73426451586406e-14,-2.338533,-1.472489,0.866044,0.581
"807","HES1","hurdle",6.21625161561454e-10,-0.8669352,-0.2894008,0.5775344,0.581
"769","GOLIM4","hurdle",1.66190837922479e-06,-2.250439,-1.468415,0.782024,0.581
"506","DNASE1L1","hurdle",1.92743081675597e-20,-2.861402,-1.774256,1.087146,0.581
"498","DLL1","hurdle",1.06942537503292e-22,-2.992024,-1.769472,1.222552,0.581
"272","CBLB","hurdle",3.78525012557967e-11,-1.767969,-1.227771,0.540198,0.581
"261","CARD10","hurdle",1.14260988296576e-19,-3.201032,-2.017156,1.183876,0.581
"221","C19orf66","hurdle",9.75974283880163e-11,-1.804599,-1.193332,0.611267,0.581
"162","ATN1","hurdle",2.7708245324305e-10,-2.186601,-1.35877,0.827831,0.581
"66","AFF1","hurdle",2.2216047070754e-10,-2.414989,-1.503517,0.911472,0.581
"28","ACSL5","hurdle",1.78092616240597e-15,-2.84663,-1.858318,0.988312,0.581
"1836","TCF7L2","hurdle",1.09078754164521e-07,-2.305733,-1.54973,0.756003,0.58
"1728","SORBS2","hurdle",2.83811257813088e-16,-1.643972,-1.134474,0.509498,0.58
"1706","SMC3","hurdle",6.04076290058059e-10,-1.683939,-1.082872,0.601067,0.58
"1594","SAV1","hurdle",9.03550907419904e-08,-2.2238,-1.459545,0.764255,0.58
"1531","RILP","hurdle",5.26370340038729e-16,-3.038307,-1.951624,1.086683,0.58
"1405","PPP1R18","hurdle",2.88582922693861e-09,-1.950224,-1.379185,0.571039,0.58
"1324","PFKP","hurdle",1.59667157233457e-07,-2.66456,-1.765633,0.898927,0.58
"1054","LYSMD2","hurdle",0.000418456143083406,-2.201084,-1.491467,0.709617,0.58
"911","IRAK3","hurdle",9.67845741465382e-14,-2.850664,-1.866006,0.984658,0.58
"569","ELOVL7","hurdle",4.17659657668125e-28,-3.26192,-2.004157,1.257763,0.58
"455","CYGB","hurdle",5.66169936824016e-08,-2.833764,-1.897292,0.936472,0.58
"420","CRYL1","hurdle",6.95022601354147e-11,-2.316841,-1.508216,0.808625,0.58
"397","COMMD7","hurdle",2.30619815835101e-08,-1.3624345,-0.8504081,0.5120264,0.58
"165","ATP11A","hurdle",2.71572797261052e-21,-3.108034,-1.972072,1.135962,0.58
"114","APBB2","hurdle",1.2989484375685e-13,-2.344813,-1.466824,0.877989,0.58
"5","ABCB1","hurdle",4.75695479548983e-19,-3.081007,-1.900961,1.180046,0.58
"2047","ZCCHC24","hurdle",3.03882352782574e-06,-2.626959,-1.726063,0.900896,0.579
"2000","UVRAG","hurdle",5.01392090836894e-06,-1.929863,-1.265158,0.664705,0.579
"1984","UBTD1","hurdle",2.05807589064205e-14,-2.766745,-1.801179,0.965566,0.579
"1931","TPGS1","hurdle",2.10060943958433e-11,-1.939891,-1.232447,0.707444,0.579
"1843","TEAD4","hurdle",1.56822100859743e-13,-2.917473,-1.852802,1.064671,0.579
"1828","TBCD","hurdle",2.00454065434238e-10,-2.291633,-1.4662,0.825433,0.579
"1765","ST6GALNAC4","hurdle",1.15585726562596e-09,-2.713524,-1.835934,0.87759,0.579
"1150","MTPN","hurdle",8.87674527136672e-10,-1.308339,-0.795947,0.512392,0.579
"1117","MIR22HG","hurdle",3.36685749318836e-09,-2.024834,-1.260912,0.763922,0.579
"700","FRMD4A","hurdle",3.10101820203181e-09,-2.434411,-1.587909,0.846502,0.579
"609","EXOC6","hurdle",3.40019321858345e-14,-2.522935,-1.568329,0.954606,0.579
"560","EIF4G1","hurdle",5.53145604894187e-10,-1.5736445,-0.9766179,0.5970266,0.579
"382","CNDP2","hurdle",3.58775782969504e-09,-1.777733,-1.117346,0.660387,0.579
"360","CHST7","hurdle",1.26195779323095e-17,-2.982032,-1.944417,1.037615,0.579
"352","CHD4","hurdle",9.5556108065758e-08,-1.4865654,-0.9209587,0.5656067,0.579
"289","CCL23","hurdle",1.18709087713278e-34,-3.256904,-1.812641,1.444263,0.579
"205","BRD4","hurdle",1.11985762437903e-05,-1.567016,-1.036623,0.530393,0.579
"173","ATP8B1","hurdle",4.52267606578487e-15,-2.29374,-1.411248,0.882492,0.579
"97","ANKRD11","hurdle",4.63593009660229e-09,-1.656859,-1.043457,0.613402,0.579
"79","AK2","hurdle",1.63097290295745e-07,-1.3543182,-0.8454542,0.508864,0.579
"1944","TRIM47","hurdle",8.57655208708735e-16,-2.116843,-1.302493,0.81435,0.578
"1941","TRIM22","hurdle",2.99086907930298e-09,-1.788802,-1.276076,0.512726,0.578
"1762","ST6GAL1","hurdle",3.74230628508696e-09,-2.605981,-1.821985,0.783996,0.578
"1672","SLC25A25","hurdle",9.73168346209264e-11,-1.990483,-1.226253,0.76423,0.578
