"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.Cancer_Epithelial","log2fold_change","Auc"
"747","DUS4L","hurdle",1.33437792101847e-07,-3.053522,-2.352632,0.70089,0.557
"269","BPIFB2","hurdle",3.06449184547835e-28,-3.242201,-2.210649,1.031552,0.557
"83","ALDH18A1","hurdle",0.0146723500874222,-2.740173,-2.231397,0.508776,0.557
"74","AK4","hurdle",0.0012253860068711,-2.685622,-2.128894,0.556728,0.557
"49","ADCK2","hurdle",0.00723007912006238,-2.756557,-2.210294,0.546263,0.557
"2926","ZNF296","hurdle",4.03091843629611e-05,-2.763971,-2.191013,0.572958,0.556
"2719","TRIL","hurdle",0.000145628545098033,-3.036585,-2.322898,0.713687,0.556
"2695","TOX3","hurdle",1.31282884334394e-18,-3.224447,-2.386223,0.838224,0.556
"2667","TMEM79","hurdle",6.56437670706159e-22,-3.151885,-2.264608,0.887277,0.556
"2413","SPAG1","hurdle",6.39817082595221e-06,-2.977883,-2.395653,0.58223,0.556
"2177","RP5-908M14.9","hurdle",1.24245573606517e-10,-3.138941,-2.447577,0.691364,0.556
"2076","RAI1","hurdle",1.73295490069184e-07,-2.951772,-2.259103,0.692669,0.556
"1796","PCED1A","hurdle",4.05022011500401e-06,-2.633629,-2.117163,0.516466,0.556
"1754","OPA1","hurdle",3.14119084707218e-07,-2.572509,-2.05503,0.517479,0.556
"1503","MRI1","hurdle",8.92417785877541e-06,-2.681716,-2.06883,0.612886,0.556
"1335","LIN7B","hurdle",0.00335873611241749,-2.870899,-2.278842,0.592057,0.556
"1166","HS6ST1","hurdle",6.0124788053036e-10,-2.979823,-2.230988,0.748835,0.556
"1001","GGT6","hurdle",3.4508773522082e-20,-3.147932,-2.200892,0.94704,0.556
"921","FARP2","hurdle",3.16299641804558e-09,-2.866349,-2.258302,0.608047,0.556
"762","EARS2","hurdle",3.1323986297881e-12,-3.143227,-2.421397,0.72183,0.556
"733","DPP3","hurdle",0.0472498645636272,-2.771922,-2.264257,0.507665,0.556
"465","CEP70","hurdle",4.16594612819041e-09,-2.853013,-2.226858,0.626155,0.556
"311","C19orf52","hurdle",0.012713726914207,-2.857159,-2.353778,0.503381,0.556
"7","ABCA3","hurdle",3.09727383941456e-21,-3.096719,-2.171949,0.92477,0.556
"2838","VMAC","hurdle",4.06863517736962e-05,-3.047016,-2.428276,0.61874,0.555
"2807","UNKL","hurdle",0.000203909114988512,-2.891837,-2.309151,0.582686,0.555
"2721","TRIM24","hurdle",1.91021688163241e-05,-2.814935,-2.226797,0.588138,0.555
"2309","SLC11A2","hurdle",1.46464033107897e-05,-2.721814,-2.204748,0.517066,0.555
"2304","SIPA1L3","hurdle",6.41886651802365e-13,-3.018968,-2.20113,0.817838,0.555
"1823","PEX1","hurdle",8.92739670932943e-05,-2.865422,-2.28923,0.576192,0.555
"1700","NOXA1","hurdle",2.21716569706643e-06,-2.956353,-2.275643,0.68071,0.555
"1695","NOL3","hurdle",0.000741706731788416,-2.583987,-2.065032,0.518955,0.555
"1468","MINPP1","hurdle",0.00043683528729618,-2.855602,-2.32103,0.534572,0.555
"1291","KISS1R","hurdle",1.34916953764391e-10,-3.252459,-2.489865,0.762594,0.555
"1267","KCTD13","hurdle",9.06301618057228e-06,-2.693366,-2.147644,0.545722,0.555
"1202","IFT88","hurdle",9.56403483506182e-06,-2.709889,-2.085844,0.624045,0.555
"1201","IFT81","hurdle",0.000203029635380644,-2.890499,-2.304592,0.585907,0.555
"1154","HOXB3","hurdle",2.38527521408486e-17,-2.891616,-2.125983,0.765633,0.555
"806","ELOVL2","hurdle",1.0216889729364e-12,-3.240381,-2.453119,0.787262,0.555
"803","ELMO3","hurdle",5.09072009972873e-10,-3.159556,-2.37238,0.787176,0.555
"703","DIO1","hurdle",1.27802008962542e-30,-3.308567,-2.275771,1.032796,0.555
"701","DHX32","hurdle",0.000414168283178512,-2.830945,-2.264121,0.566824,0.555
"541","CNTNAP2","hurdle",2.64784274826187e-18,-3.303514,-2.513603,0.789911,0.555
"456","CDR2","hurdle",1.6819195269233e-07,-2.571887,-2.001555,0.570332,0.555
"170","ASH2L","hurdle",0.152804381265196,-2.699901,-2.195513,0.504388,0.555
"2963","ZP3","hurdle",5.24993408242215e-15,-3.190696,-2.447937,0.742759,0.554
"2941","ZNF599","hurdle",0.000289614853463416,-2.936384,-2.344548,0.591836,0.554
"2782","UBFD1","hurdle",0.00365312362002689,-2.818989,-2.304374,0.514615,0.554
"2680","TNFRSF11B","hurdle",2.84742932127142e-16,-2.882282,-2.028853,0.853429,0.554
"2167","RP11-53O19.3","hurdle",1.79410186521815e-08,-3.204431,-2.509528,0.694903,0.554
"2122","RIN2","hurdle",3.31330869969682e-09,-2.563699,-1.964617,0.599082,0.554
"2029","PYGB","hurdle",0.00570092144381393,-2.642529,-2.12445,0.518079,0.554
"2022","PXN-AS1","hurdle",1.70977584345428e-11,-3.086015,-2.451915,0.6341,0.554
"1981","PRRT3","hurdle",2.93830726554409e-05,-3.079234,-2.441351,0.637883,0.554
"1857","PIFO","hurdle",7.33972261399439e-13,-3.224018,-2.434749,0.789269,0.554
"1715","NRIP3","hurdle",1.35304940359467e-05,-3.022632,-2.417157,0.605475,0.554
"1459","MICALL2","hurdle",0.054572446585375,-2.74007,-2.206943,0.533127,0.554
"1401","MACC1","hurdle",1.15783549662637e-12,-3.073968,-2.281339,0.792629,0.554
"857","ESRP2","hurdle",6.63299088815507e-14,-3.237071,-2.486717,0.750354,0.554
"822","ENTPD2","hurdle",2.16273795019535e-05,-3.066706,-2.366871,0.699835,0.554
"394","CBWD3","hurdle",5.98103064434325e-07,-2.94854,-2.28647,0.66207,0.554
"340","C5orf38","hurdle",1.44413793764698e-18,-2.844612,-1.993404,0.851208,0.554
"277","BSCL2","hurdle",5.09279401294272e-11,-2.775264,-2.118001,0.657263,0.554
"22","AC007405.6","hurdle",8.6129863670004e-20,-3.236786,-2.4017,0.835086,0.554
"2954","ZNF768","hurdle",0.000150807249968345,-2.950404,-2.334369,0.616035,0.553
"2914","ZMYND10","hurdle",3.76002254627632e-18,-3.26826,-2.393978,0.874282,0.553
"2860","WDR6","hurdle",0.00180212348677679,-2.286777,-1.781084,0.505693,0.553
"2822","USP32","hurdle",9.73900655853876e-05,-2.799752,-2.229319,0.570433,0.553
"2801","UHRF1BP1L","hurdle",1.68366861454181e-10,-2.842199,-2.241008,0.601191,0.553
"2584","TINCR","hurdle",3.4102823732944e-17,-3.23796,-2.346207,0.891753,0.553
"2550","TEX2","hurdle",2.37935408715403e-06,-2.914962,-2.305114,0.609848,0.553
"2498","SUSD4","hurdle",8.50613976954462e-20,-3.216301,-2.364258,0.852043,0.553
"2308","SIX1","hurdle",4.4230676643607e-07,-3.135707,-2.470449,0.665258,0.553
"2154","RP11-345J4.5","hurdle",2.71591287776305e-11,-2.819975,-2.187773,0.632202,0.553
"1855","PHYHD1","hurdle",8.95285067922783e-08,-2.607154,-1.923044,0.68411,0.553
"1717","NSDHL","hurdle",0.0198183047633124,-2.908866,-2.377404,0.531462,0.553
"1560","MSMB","hurdle",1.10776827994359e-20,-3.281473,-2.356245,0.925228,0.553
"1470","MIPEP","hurdle",1.5166544945029e-09,-3.087935,-2.352885,0.73505,0.553
"1363","LRP11","hurdle",0.23273294140128,-2.879409,-2.370306,0.509103,0.553
"1164","HRASLS2","hurdle",4.21680332714295e-19,-3.227488,-2.29013,0.937358,0.553
"1102","HEXIM2","hurdle",0.000628783642357346,-3.136469,-2.526886,0.609583,0.553
"1040","GPD1L","hurdle",1.36369422311832e-07,-2.772748,-2.147594,0.625154,0.553
"694","DHRS13","hurdle",0.00597651318967184,-3.016575,-2.479763,0.536812,0.553
"599","CRISP3","hurdle",9.73387037922018e-51,-3.143571,-1.317223,1.826348,0.553
"540","CNTD2","hurdle",3.25763036292687e-20,-3.278171,-2.394377,0.883794,0.553
"296","C14orf79","hurdle",4.16827903267746e-09,-3.091309,-2.412318,0.678991,0.553
"245","BCL9","hurdle",6.68709103065721e-09,-3.161808,-2.43069,0.731118,0.553
"47","ACY1","hurdle",1.17025104063601e-15,-3.113784,-2.240624,0.87316,0.553
"2923","ZNF260","hurdle",6.75334947925041e-09,-2.806873,-2.217457,0.589416,0.552
"2873","WWC1","hurdle",1.62411528540266e-08,-3.106923,-2.451505,0.655418,0.552
"2817","URGCP","hurdle",2.59663648298333e-07,-2.821749,-2.18443,0.637319,0.552
"2787","UBQLN4","hurdle",9.27897422415572e-07,-2.849606,-2.268809,0.580797,0.552
"2548","TEFM","hurdle",0.000540613746503945,-2.847292,-2.309681,0.537611,0.552
"2283","SGK223","hurdle",1.17819098253112e-23,-2.921083,-2.026605,0.894478,0.552
"2217","SAMD12","hurdle",6.01868764219209e-09,-3.155686,-2.457309,0.698377,0.552
"2001","PTGR2","hurdle",0.000137184968667438,-3.150182,-2.547031,0.603151,0.552
"1939","PPM1J","hurdle",4.83053284714383e-06,-3.171517,-2.545875,0.625642,0.552
"1893","PLXNB1","hurdle",2.68145875057224e-11,-3.000721,-2.247314,0.753407,0.552
"1815","PDZK1","hurdle",3.88572257934868e-32,-3.208601,-2.071158,1.137443,0.552
"1764","OSGIN2","hurdle",3.4109206145535e-09,-2.959583,-2.346824,0.612759,0.552
"1679","NEURL1","hurdle",1.45010163724384e-07,-3.264377,-2.570568,0.693809,0.552
"1624","NBPF1","hurdle",4.35722672334426e-07,-2.683038,-2.076104,0.606934,0.552
"1333","LIG3","hurdle",0.000227253715240224,-2.936379,-2.36512,0.571259,0.552
"482","CHAD","hurdle",4.04720384142356e-13,-3.160442,-2.340269,0.820173,0.552
"463","CELSR2","hurdle",7.24348634754734e-09,-3.011198,-2.281824,0.729374,0.552
"175","ATAD2","hurdle",0.00012393251573045,-2.88853,-2.366998,0.521532,0.552
"2441","SRD5A1","hurdle",5.62436591962631e-09,-2.84399,-2.248422,0.595568,0.551
"2071","RAD18","hurdle",0.00149928078647833,-2.926491,-2.403393,0.523098,0.551
"1740","NVL","hurdle",0.00207630735609802,-2.870726,-2.365366,0.50536,0.551
"1473","MIS18A","hurdle",2.77825917760648e-06,-2.964149,-2.333482,0.630667,0.551
"1367","LRRC14","hurdle",0.0010139764814832,-2.894361,-2.348718,0.545643,0.551
"1290","KIFC2","hurdle",1.43353236388674e-05,-3.127115,-2.483188,0.643927,0.551
"1032","GP2","hurdle",2.5158625770668e-09,-3.240707,-2.554473,0.686234,0.551
"915","FAM8A1","hurdle",0.00690089412496875,-2.699708,-2.180898,0.51881,0.551
"862","EVPL","hurdle",5.48716505856461e-19,-3.25567,-2.416359,0.839311,0.551
"666","DBP","hurdle",0.0412661808323837,-3.008268,-2.463316,0.544952,0.551
"522","CLPSL1","hurdle",4.58307150393167e-25,-3.304381,-2.381915,0.922466,0.551
"374","CAMSAP3","hurdle",9.93473128420986e-12,-3.270983,-2.558182,0.712801,0.551
"204","ATP9A","hurdle",0.00783915699453292,-2.943242,-2.417366,0.525876,0.551
"169","ASH1L-AS1","hurdle",1.08712924082667e-12,-2.915668,-2.279099,0.636569,0.551
"2916","ZNF107","hurdle",1.48030801367337e-11,-2.954992,-2.279469,0.675523,0.55
"2796","UEVLD","hurdle",2.15601633315451e-05,-2.779347,-2.277072,0.502275,0.55
"2767","U47924.27","hurdle",1.40148638848229e-10,-3.24386,-2.544982,0.698878,0.55
"2715","TRAPPC9","hurdle",0.00166179063499841,-2.890336,-2.347899,0.542437,0.55
"2319","SLC25A16","hurdle",8.81085412997533e-05,-2.78153,-2.234504,0.547026,0.55
"2243","SCYL3","hurdle",0.00464213628319081,-2.875193,-2.296222,0.578971,0.55
"1912","POLI","hurdle",0.000106890557005974,-2.931342,-2.345242,0.5861,0.55
"1879","PKP2","hurdle",2.63395747829248e-08,-3.060953,-2.400571,0.660382,0.55
"1628","NBPF9","hurdle",3.05880904128248e-09,-3.00098,-2.300613,0.700367,0.55
"1607","N6AMT2","hurdle",7.05538948727385e-09,-2.659057,-2.110289,0.548768,0.55
"1471","MIPOL1","hurdle",5.28490731934026e-15,-2.970214,-2.176774,0.79344,0.55
"1447","METTL13","hurdle",0.0256529056856705,-2.850427,-2.348557,0.50187,0.55
"1407","MAGI3","hurdle",7.22683498833529e-08,-2.824017,-2.210142,0.613875,0.55
"1390","LY6G6C","hurdle",2.32410475207316e-23,-3.243067,-2.330519,0.912548,0.55
"1373","LRRC6","hurdle",7.23993307785469e-09,-3.058524,-2.454853,0.603671,0.55
"1269","KCTD6","hurdle",0.000714123478116424,-2.963143,-2.429627,0.533516,0.55
"1207","IGSF3","hurdle",1.11392354549853e-15,-3.157052,-2.365402,0.79165,0.55
"1148","HOMER2","hurdle",4.36259491796994e-07,-3.108956,-2.487908,0.621048,0.55
"883","FAM110C","hurdle",0.0014288373331334,-3.287184,-2.699342,0.587842,0.55
"827","EPB41L1","hurdle",0.000870342447322249,-2.78019,-2.253377,0.526813,0.55
"616","CTA-392E5.1","hurdle",5.91015123185778e-41,-3.30676,-2.016705,1.290055,0.55
"612","CST9","hurdle",4.19250165854673e-09,-3.223069,-2.556202,0.666867,0.55
"367","CACNG4","hurdle",5.32374863708582e-13,-3.261292,-2.533198,0.728094,0.55
"238","BCKDHB","hurdle",9.97112297537923e-05,-2.877757,-2.334092,0.543665,0.55
"105","ANKRD30B","hurdle",5.1695655425253e-27,-3.30118,-2.352511,0.948669,0.55
"101","ANG","hurdle",0.000422904620596103,-2.793574,-2.242501,0.551073,0.55
"2920","ZNF213-AS1","hurdle",1.18313280646275e-08,-3.020076,-2.422406,0.59767,0.549
"2865","WDR90","hurdle",2.39863881150761e-10,-3.14574,-2.44483,0.70091,0.549
"2755","TUBG2","hurdle",4.9158507333228e-06,-2.685806,-2.121376,0.56443,0.549
"2327","SLC25A40","hurdle",2.38505685977198e-05,-2.967938,-2.401117,0.566821,0.549
"2151","RP11-140K17.3","hurdle",0.0033699061396914,-2.903783,-2.379834,0.523949,0.549
"1937","PPL","hurdle",1.24916064723557e-09,-2.89714,-2.213461,0.683679,0.549
"1703","NPHP1","hurdle",2.3399662979715e-05,-3.036273,-2.456717,0.579556,0.549
"937","FGFR4","hurdle",1.37426734994156e-28,-3.264104,-2.332455,0.931649,0.549
"919","FANK1","hurdle",1.94347758103656e-15,-3.042068,-2.420289,0.621779,0.549
"509","CLCN7","hurdle",0.00589298521174072,-2.780411,-2.27539,0.505021,0.549
"360","C9orf91","hurdle",0.000114584849481773,-3.095881,-2.48411,0.611771,0.549
"2039","RAB11FIP4","hurdle",0.000118553948715785,-2.980574,-2.474378,0.506196,0.548
"1885","PLEKHA6","hurdle",1.18625943595607e-11,-3.133147,-2.420464,0.712683,0.548
"1356","LMO7","hurdle",8.09084723538158e-14,-2.717545,-1.978998,0.738547,0.548
"1300","KMO","hurdle",1.32457331746158e-22,-3.182341,-2.291172,0.891169,0.548
"1155","HOXB6","hurdle",4.08647399486774e-18,-3.158746,-2.371469,0.787277,0.548
"1152","HOXA9","hurdle",2.45922324643397e-21,-3.032998,-2.117334,0.915664,0.548
"1101","HES6","hurdle",0.0416289914213269,-3.082511,-2.566176,0.516335,0.548
"958","FOXD3-AS1","hurdle",2.77680521444439e-11,-3.302402,-2.644967,0.657435,0.548
"914","FAM86C1","hurdle",0.00446474949561364,-3.127191,-2.612696,0.514495,0.548
"911","FAM83H-AS1","hurdle",8.31815279873389e-16,-3.286247,-2.497074,0.789173,0.548
"740","DSCAM-AS1","hurdle",1.91638945020537e-32,-3.306311,-2.108433,1.197878,0.548
"622","CTD-2033D15.3","hurdle",0.00160489054740149,-3.245444,-2.629106,0.616338,0.548
"502","CIPC","hurdle",5.5004387015679e-08,-3.063487,-2.416344,0.647143,0.548
"425","CCDC78","hurdle",3.71326263729109e-17,-3.301518,-2.508451,0.793067,0.548
"347","C6orf141","hurdle",8.57912779408167e-07,-3.091623,-2.436925,0.654698,0.548
"330","C2orf54","hurdle",1.4715908639394e-27,-3.309908,-2.352763,0.957145,0.548
"289","C12orf60","hurdle",1.78416043941916e-08,-3.200142,-2.569325,0.630817,0.548
"2687","TOLLIP-AS1","hurdle",1.16867599908798e-06,-3.15914,-2.53882,0.62032,0.547
"2586","TK1","hurdle",1.28654599208642e-08,-3.069637,-2.363799,0.705838,0.547
"2250","SDR16C5","hurdle",7.92602075124683e-18,-3.208357,-2.409208,0.799149,0.547
"1902","PNMT","hurdle",1.03556646087239e-08,-3.259322,-2.575589,0.683733,0.547
"1716","NRSN2","hurdle",0.00199212934352918,-2.900234,-2.370908,0.529326,0.547
"1358","LNX2","hurdle",7.46508077883872e-07,-3.080132,-2.484242,0.59589,0.547
"1196","IFT172","hurdle",0.000629614893496888,-2.976415,-2.446994,0.529421,0.547
"1195","IFT140","hurdle",2.09406235281217e-08,-3.059656,-2.382089,0.677567,0.547
"764","EBF4","hurdle",1.17849744446067e-07,-3.095145,-2.471942,0.623203,0.547
"760","DYX1C1","hurdle",0.00950105021158975,-3.000551,-2.465915,0.534636,0.547
"525","CLSTN2","hurdle",0.000222564499230502,-2.992319,-2.442358,0.549961,0.547
"480","CGREF1","hurdle",1.63974289190233e-09,-3.223522,-2.553881,0.669641,0.547
"385","CARD14","hurdle",4.33043176930961e-13,-3.246327,-2.529094,0.717233,0.547
"148","ARHGEF37","hurdle",0.00338987373435155,-2.939318,-2.388124,0.551194,0.547
"39","ACOX3","hurdle",3.28507859646918e-05,-2.838232,-2.251011,0.587221,0.547
"2708","TPTEP1","hurdle",4.60442418943187e-10,-2.87681,-2.254574,0.622236,0.546
"2683","TNK1","hurdle",1.0724413548684e-06,-3.046495,-2.377906,0.668589,0.546
"2633","TMEM186","hurdle",0.00859191233792031,-3.010829,-2.490051,0.520778,0.546
"2190","RPS6KC1","hurdle",7.28652557701262e-09,-2.836823,-2.251162,0.585661,0.546
"2169","RP11-61J19.5","hurdle",9.96457141939123e-05,-2.931628,-2.39598,0.535648,0.546
"2088","RASSF10","hurdle",1.2761035784225e-05,-3.237863,-2.639095,0.598768,0.546
"1766","OVCA2","hurdle",4.79320574129353e-14,-2.748071,-2.170087,0.577984,0.546
"1477","MKS1","hurdle",0.000552017169863317,-3.013209,-2.497282,0.515927,0.546
"1050","GREB1L","hurdle",7.73213613870196e-08,-3.306398,-2.666042,0.640356,0.546
"1030","GOLT1A","hurdle",4.57484300192046e-17,-3.271543,-2.506715,0.764828,0.546
"777","EFCAB11","hurdle",0.00017657499346766,-2.914835,-2.382827,0.532008,0.546
"610","CST4","hurdle",4.25620888599263e-23,-3.305202,-2.389488,0.915714,0.546
"407","CCDC157","hurdle",4.0489300603145e-09,-3.117187,-2.464829,0.652358,0.546
"323","C1orf53","hurdle",1.39084290948878e-10,-3.17296,-2.484417,0.688543,0.546
"263","BOK","hurdle",0.000172333658725165,-2.947402,-2.440964,0.506438,0.546
"2956","ZNF823","hurdle",2.35477838604004e-09,-3.14855,-2.503586,0.644964,0.545
"2514","TACC2","hurdle",0.000827257824300248,-2.823102,-2.31669,0.506412,0.545
"2179","RPGRIP1L","hurdle",2.22200333242596e-06,-3.090179,-2.493437,0.596742,0.545
"1999","PTGER3","hurdle",2.80304530056764e-14,-2.924664,-2.128172,0.796492,0.545
"1935","PPFIBP2","hurdle",1.10529917669853e-07,-3.044694,-2.414523,0.630171,0.545
"1817","PDZRN3","hurdle",1.25400267547144e-06,-2.858169,-2.260108,0.598061,0.545
"1347","LINC01087","hurdle",2.57342946372433e-08,-3.284302,-2.66645,0.617852,0.545
"1209","IGSF9","hurdle",3.85320776174966e-11,-3.25099,-2.521431,0.729559,0.545
